RIDE_DATE,METRIC_FAMILY,METRIC_NAME,COUNTRY,CITY_BUCKET,RIDES_DENOM,RIDES_FLAGGED,PCT,COMPUTED_AT,AMOUNT_VALUE,AVG_VALUE
2026-08-16,CHANNEL,surcharge_mismatch,SA,JED,29159,810,2.78,2026-09-07 09:14:54.546 +0300,,
2026-08-16,CHANNEL,surcharge_mismatch,SA,MAD,10495,178,1.70,2026-09-07 09:14:54.546 +0300,,
2026-08-16,CHANNEL,surcharge_mismatch,SA,MEC,5300,51,0.96,2026-09-07 09:14:54.546 +0300,,
2026-08-16,CHANNEL,surcharge_mismatch,SA,Others,12102,173,1.43,2026-09-07 09:14:54.546 +0300,,
2026-08-16,CHANNEL,surcharge_mismatch,SA,RUH,38611,575,1.49,2026-09-07 09:14:54.546 +0300,,
2026-08-16,CHANNEL,surcharge_mismatch,SA,Total,102543,1888,1.84,2026-09-07 09:14:54.546 +0300,,
2026-08-16,CHANNEL,surge_mismatch,SA,DMM,6876,5,0.07,2026-09-07 09:14:54.546 +0300,,
2026-08-16,CHANNEL,surge_mismatch,SA,JED,29159,14,0.05,2026-09-07 09:14:54.546 +0300,,
2026-08-16,CHANNEL,surge_mismatch,SA,MAD,10495,12,0.11,2026-09-07 09:14:54.546 +0300,,
2026-08-16,CHANNEL,surge_mismatch,SA,MEC,5300,2,0.04,2026-09-07 09:14:54.546 +0300,,
2026-08-16,CHANNEL,surge_mismatch,SA,Others,12102,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-16,CHANNEL,surge_mismatch,SA,RUH,38611,37,0.10,2026-09-07 09:14:54.546 +0300,,
2026-08-16,CHANNEL,surge_mismatch,SA,Total,102543,70,0.07,2026-09-07 09:14:54.546 +0300,,
2026-08-16,DISCOUNT,cap_bound_total__absorption,SA,Total,1,1,-0.52,2026-09-07 09:14:54.546 +0300,,
2026-08-16,DISCOUNT,cap_bound_total__gross_shock,SA,Total,5637,1949,34.58,2026-09-07 09:14:54.546 +0300,8206,4
2026-08-16,DISCOUNT,cap_bound_total__net_shock,SA,Total,5637,1960,34.77,2026-09-07 09:14:54.546 +0300,8249,0
2026-08-16,DISCOUNT,cap_bound_total__ride_share,SA,Total,102543,5637,5.50,2026-09-07 09:14:54.546 +0300,,
2026-08-16,DISCOUNT,discount_no_source__absorption,SA,Total,1,1,40.93,2026-09-07 09:14:54.546 +0300,,
2026-08-16,DISCOUNT,discount_no_source__gross_shock,SA,Total,69,33,47.83,2026-09-07 09:14:54.546 +0300,182,6
2026-08-16,DISCOUNT,discount_no_source__net_shock,SA,Total,69,4,5.80,2026-09-07 09:14:54.546 +0300,108,-6
2026-08-16,DISCOUNT,discount_no_source__ride_share,SA,Total,102543,69,0.07,2026-09-07 09:14:54.546 +0300,,
2026-08-16,DISCOUNT,no_discount__absorption,SA,Total,1,1,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-16,DISCOUNT,no_discount__gross_shock,SA,Total,90812,30153,33.20,2026-09-07 09:14:54.546 +0300,117448,4
2026-08-16,DISCOUNT,no_discount__net_shock,SA,Total,90812,30153,33.20,2026-09-07 09:14:54.546 +0300,117448,0
2026-08-16,DISCOUNT,no_discount__ride_share,SA,Total,102543,90812,88.56,2026-09-07 09:14:54.546 +0300,,
2026-08-16,DISCOUNT,pct_bound_total__absorption,SA,Total,1,1,11.52,2026-09-07 09:14:54.546 +0300,,
2026-08-16,DISCOUNT,pct_bound_total__gross_shock,SA,Total,6025,1815,30.12,2026-09-07 09:14:54.546 +0300,6821,4
2026-08-16,DISCOUNT,pct_bound_total__net_shock,SA,Total,6025,1806,29.98,2026-09-07 09:14:54.546 +0300,6036,0
2026-08-16,DISCOUNT,pct_bound_total__ride_share,SA,Total,102543,6025,5.88,2026-09-07 09:14:54.546 +0300,,
2026-08-16,DISCOUNT,promised_not_applied,SA,Total,102543,38,0.04,2026-09-07 09:14:54.546 +0300,,
2026-08-16,DISCOUNT,promoeng_capped__absorption,SA,Total,1,1,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-16,DISCOUNT,promoeng_capped__gross_shock,SA,Total,1231,460,37.37,2026-09-07 09:14:54.546 +0300,2375,5
2026-08-16,DISCOUNT,promoeng_capped__net_shock,SA,Total,1231,460,37.37,2026-09-07 09:14:54.546 +0300,2375,0
2026-08-16,DISCOUNT,promoeng_capped__ride_share,SA,Total,102543,1231,1.20,2026-09-07 09:14:54.546 +0300,,
2026-08-16,DISCOUNT,promoeng_pct_bound__absorption,SA,Total,1,1,13.88,2026-09-07 09:14:54.546 +0300,,
2026-08-16,DISCOUNT,promoeng_pct_bound__gross_shock,SA,Total,1708,625,36.59,2026-09-07 09:14:54.546 +0300,2935,5
2026-08-16,DISCOUNT,promoeng_pct_bound__net_shock,SA,Total,1708,620,36.30,2026-09-07 09:14:54.546 +0300,2528,0
2026-08-16,DISCOUNT,promoeng_pct_bound__ride_share,SA,Total,102543,1708,1.67,2026-09-07 09:14:54.546 +0300,,
2026-08-16,DISCOUNT,voucher_capped__absorption,SA,Total,1,1,-0.73,2026-09-07 09:14:54.546 +0300,,
2026-08-16,DISCOUNT,voucher_capped__gross_shock,SA,Total,4406,1489,33.79,2026-09-07 09:14:54.546 +0300,5832,4
2026-08-16,DISCOUNT,voucher_capped__net_shock,SA,Total,4406,1500,34.04,2026-09-07 09:14:54.546 +0300,5874,0
2026-08-16,DISCOUNT,voucher_capped__ride_share,SA,Total,102543,4406,4.30,2026-09-07 09:14:54.546 +0300,,
2026-08-16,DISCOUNT,voucher_pct_bound__absorption,SA,Total,1,1,9.74,2026-09-07 09:14:54.546 +0300,,
2026-08-16,DISCOUNT,voucher_pct_bound__gross_shock,SA,Total,4317,1190,27.57,2026-09-07 09:14:54.546 +0300,3886,3
2026-08-16,DISCOUNT,voucher_pct_bound__net_shock,SA,Total,4317,1186,27.47,2026-09-07 09:14:54.546 +0300,3508,0
2026-08-16,DISCOUNT,voucher_pct_bound__ride_share,SA,Total,102543,4317,4.21,2026-09-07 09:14:54.546 +0300,,
2026-08-16,GATE,gate1_promo_formula,SA,Total,18574,1,100.00,2026-09-07 09:14:54.546 +0300,100,2
2026-08-16,GATE,gate1_voucher_formula,SA,Total,8679,1,100.00,2026-09-07 09:14:54.546 +0300,100,
2026-08-16,GATE,gate2_net_fare_identity,SA,Total,102543,1,100.00,2026-09-07 09:14:54.546 +0300,,
2026-08-16,GATE,gate3_promo_config,SA,Total,2945,1,100.00,2026-09-07 09:14:54.546 +0300,5,9765
2026-08-16,GATE,gate4_priceshocks_reconciliation,SA,Total,102543,1,33.11,2026-09-07 09:14:54.546 +0300,,
2026-08-16,GATE,gate5_segment_direction:promoeng_capped,SA,Total,1231,1,37.37,2026-09-07 09:14:54.546 +0300,37,0
2026-08-16,GATE,gate5_segment_direction:promoeng_pct_bound,SA,Total,1708,1,36.30,2026-09-07 09:14:54.546 +0300,37,0
2026-08-16,GATE,gate5_segment_direction:voucher_capped,SA,Total,4406,1,34.04,2026-09-07 09:14:54.546 +0300,34,0
2026-08-16,GATE,gate5_segment_direction:voucher_pct_bound,SA,Total,4317,1,27.47,2026-09-07 09:14:54.546 +0300,28,0
2026-08-16,SCENARIO,beyondB,SA,DMM,6876,2,0.03,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,beyondB,SA,JED,29159,14,0.05,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,beyondB,SA,MAD,10495,1,0.01,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,beyondB,SA,MEC,5300,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,beyondB,SA,Others,12102,6,0.05,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,beyondB,SA,RUH,38611,13,0.03,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,beyondB,SA,Total,102543,36,0.04,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinA_at_dest,SA,DMM,6876,1227,17.84,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinA_at_dest,SA,JED,29159,5914,20.28,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinA_at_dest,SA,MAD,10495,1982,18.89,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinA_at_dest,SA,MEC,5300,1215,22.92,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinA_at_dest,SA,Others,12102,2154,17.80,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinA_at_dest,SA,RUH,38611,7266,18.82,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinA_at_dest,SA,Total,102543,19758,19.27,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinA_not_dest,SA,DMM,6876,166,2.41,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinA_not_dest,SA,JED,29159,577,1.98,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinA_not_dest,SA,MAD,10495,400,3.81,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinA_not_dest,SA,MEC,5300,154,2.91,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinA_not_dest,SA,Others,12102,466,3.85,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinA_not_dest,SA,RUH,38611,901,2.33,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinA_not_dest,SA,Total,102543,2664,2.60,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinB_at_dest,SA,DMM,6876,655,9.53,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinB_at_dest,SA,JED,29159,3094,10.61,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinB_at_dest,SA,MAD,10495,764,7.28,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinB_at_dest,SA,MEC,5300,505,9.53,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinB_at_dest,SA,Others,12102,1142,9.44,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinB_at_dest,SA,RUH,38611,2185,5.66,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinB_at_dest,SA,Total,102543,8345,8.14,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinB_not_dest,SA,DMM,6876,198,2.88,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinB_not_dest,SA,JED,29159,776,2.66,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinB_not_dest,SA,MAD,10495,349,3.33,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinB_not_dest,SA,MEC,5300,209,3.94,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinB_not_dest,SA,Others,12102,638,5.27,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinB_not_dest,SA,RUH,38611,977,2.53,2026-09-07 09:14:54.546 +0300,,
2026-08-16,SCENARIO,withinB_not_dest,SA,Total,102543,3147,3.07,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,beyondB,JO,Total,21313,40,0.19,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,pickup_mismatch,JO,Total,21313,3,0.01,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,previous_wallet_balance,JO,Total,21313,1104,5.18,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,surcharge_mismatch,JO,Total,21313,8,0.04,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,surge_mismatch,JO,Total,21313,13,0.06,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,waiting_time,JO,Total,21313,9764,45.81,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,withinA_at_dest,JO,Total,21313,1236,5.80,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,withinA_not_dest,JO,Total,21313,2475,11.61,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,withinB_at_dest,JO,Total,21313,4624,21.70,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,withinB_not_dest,JO,Total,21313,2046,9.60,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,cumulative_price_shocks_net,JO,AMM,55884,12542,22.44,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,cumulative_price_shocks_net,JO,IRB,13502,3619,26.80,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,cumulative_price_shocks_net,JO,Others,2051,518,25.26,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,cumulative_price_shocks_net,JO,Total,88468,20208,22.84,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,cumulative_price_shocks_net,JO,ZRQ,17031,3529,20.72,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,pd_mismatch,JO,AMM,55884,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,pd_mismatch,JO,IRB,13502,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,pd_mismatch,JO,Others,2051,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,pd_mismatch,JO,Total,88468,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,pd_mismatch,JO,ZRQ,17031,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,pickup_mismatch,JO,AMM,55884,1,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,pickup_mismatch,JO,IRB,13502,2,0.01,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,pickup_mismatch,JO,Others,2051,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,pickup_mismatch,JO,Total,88468,4,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,pickup_mismatch,JO,ZRQ,17031,1,0.01,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,residual_fare_increase_net,JO,AMM,55884,6401,11.45,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,residual_fare_increase_net,JO,IRB,13502,2230,16.52,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,residual_fare_increase_net,JO,Others,2051,311,15.16,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,residual_fare_increase_net,JO,Total,88468,10773,12.18,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,residual_fare_increase_net,JO,ZRQ,17031,1831,10.75,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,rounding_error,JO,AMM,55884,619,1.11,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,rounding_error,JO,IRB,13502,158,1.17,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,rounding_error,JO,Others,2051,30,1.46,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,rounding_error,JO,Total,88468,990,1.12,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,rounding_error,JO,ZRQ,17031,183,1.07,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,spillover_recovery,JO,AMM,55884,944,1.69,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,spillover_recovery,JO,IRB,13502,169,1.25,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,spillover_recovery,JO,Others,2051,8,0.39,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,spillover_recovery,JO,Total,88468,1183,1.34,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,spillover_recovery,JO,ZRQ,17031,62,0.36,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,surcharge_mismatch,JO,AMM,55884,16,0.03,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,surcharge_mismatch,JO,IRB,13502,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,surcharge_mismatch,JO,Others,2051,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,surcharge_mismatch,JO,Total,88468,20,0.02,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,surcharge_mismatch,JO,ZRQ,17031,4,0.02,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,surge_mismatch,JO,AMM,55884,20,0.04,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,surge_mismatch,JO,IRB,13502,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,surge_mismatch,JO,Others,2051,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,surge_mismatch,JO,Total,88468,21,0.02,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,surge_mismatch,JO,ZRQ,17031,1,0.01,2026-09-07 09:14:54.546 +0300,,
2026-08-17,DISCOUNT,cap_bound_total__absorption,JO,Total,1,1,-1.23,2026-09-07 09:14:54.546 +0300,,
2026-08-17,DISCOUNT,cap_bound_total__gross_shock,JO,Total,23421,4844,20.68,2026-09-07 09:14:54.546 +0300,2914,1
2026-08-17,DISCOUNT,cap_bound_total__net_shock,JO,Total,23421,4977,21.25,2026-09-07 09:14:54.546 +0300,2950,0
2026-08-17,DISCOUNT,cap_bound_total__ride_share,JO,Total,88468,23421,26.47,2026-09-07 09:14:54.546 +0300,,
2026-08-17,DISCOUNT,discount_no_source__absorption,JO,Total,1,1,49.71,2026-09-07 09:14:54.546 +0300,,
2026-08-17,DISCOUNT,discount_no_source__gross_shock,JO,Total,179,37,20.67,2026-09-07 09:14:54.546 +0300,14,0
2026-08-17,DISCOUNT,discount_no_source__net_shock,JO,Total,179,18,10.06,2026-09-07 09:14:54.546 +0300,7,0
2026-08-17,DISCOUNT,discount_no_source__ride_share,JO,Total,88468,179,0.20,2026-09-07 09:14:54.546 +0300,,
2026-08-17,DISCOUNT,no_discount__absorption,JO,Total,1,1,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-17,DISCOUNT,no_discount__gross_shock,JO,Total,55698,13512,24.26,2026-09-07 09:14:54.546 +0300,8792,1
2026-08-17,DISCOUNT,no_discount__net_shock,JO,Total,55698,13512,24.26,2026-09-07 09:14:54.546 +0300,8792,0
2026-08-17,DISCOUNT,no_discount__ride_share,JO,Total,88468,55698,62.96,2026-09-07 09:14:54.546 +0300,,
2026-08-17,DISCOUNT,pct_bound_total__absorption,JO,Total,1,1,6.73,2026-09-07 09:14:54.546 +0300,,
2026-08-17,DISCOUNT,pct_bound_total__gross_shock,JO,Total,9170,1815,19.79,2026-09-07 09:14:54.546 +0300,1047,1
2026-08-17,DISCOUNT,pct_bound_total__net_shock,JO,Total,9170,1836,20.02,2026-09-07 09:14:54.546 +0300,977,0
2026-08-17,DISCOUNT,pct_bound_total__ride_share,JO,Total,88468,9170,10.37,2026-09-07 09:14:54.546 +0300,,
2026-08-17,DISCOUNT,promised_not_applied,JO,Total,88468,260,0.29,2026-09-07 09:14:54.546 +0300,,
2026-08-17,DISCOUNT,promoeng_capped__absorption,JO,Total,1,1,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-17,DISCOUNT,promoeng_capped__gross_shock,JO,Total,528,181,34.28,2026-09-07 09:14:54.546 +0300,172,1
2026-08-17,DISCOUNT,promoeng_capped__net_shock,JO,Total,528,181,34.28,2026-09-07 09:14:54.546 +0300,172,0
2026-08-17,DISCOUNT,promoeng_capped__ride_share,JO,Total,88468,528,0.60,2026-09-07 09:14:54.546 +0300,,
2026-08-17,DISCOUNT,promoeng_pct_bound__absorption,JO,Total,1,1,15.23,2026-09-07 09:14:54.546 +0300,,
2026-08-17,DISCOUNT,promoeng_pct_bound__gross_shock,JO,Total,1089,296,27.18,2026-09-07 09:14:54.546 +0300,248,1
2026-08-17,DISCOUNT,promoeng_pct_bound__net_shock,JO,Total,1089,289,26.54,2026-09-07 09:14:54.546 +0300,210,0
2026-08-17,DISCOUNT,promoeng_pct_bound__ride_share,JO,Total,88468,1089,1.23,2026-09-07 09:14:54.546 +0300,,
2026-08-17,DISCOUNT,voucher_capped__absorption,JO,Total,1,1,-1.31,2026-09-07 09:14:54.546 +0300,,
2026-08-17,DISCOUNT,voucher_capped__gross_shock,JO,Total,22893,4663,20.37,2026-09-07 09:14:54.546 +0300,2742,1
2026-08-17,DISCOUNT,voucher_capped__net_shock,JO,Total,22893,4796,20.95,2026-09-07 09:14:54.546 +0300,2778,0
2026-08-17,DISCOUNT,voucher_capped__ride_share,JO,Total,88468,22893,25.88,2026-09-07 09:14:54.546 +0300,,
2026-08-17,DISCOUNT,voucher_pct_bound__absorption,JO,Total,1,1,4.10,2026-09-07 09:14:54.546 +0300,,
2026-08-17,DISCOUNT,voucher_pct_bound__gross_shock,JO,Total,8081,1519,18.80,2026-09-07 09:14:54.546 +0300,799,1
2026-08-17,DISCOUNT,voucher_pct_bound__net_shock,JO,Total,8081,1547,19.14,2026-09-07 09:14:54.546 +0300,767,0
2026-08-17,DISCOUNT,voucher_pct_bound__ride_share,JO,Total,88468,8081,9.13,2026-09-07 09:14:54.546 +0300,,
2026-08-17,GATE,gate1_promo_formula,JO,Total,9971,1,100.00,2026-09-07 09:14:54.546 +0300,100,1
2026-08-17,GATE,gate1_voucher_formula,JO,Total,30698,1,99.99,2026-09-07 09:14:54.546 +0300,100,
2026-08-17,GATE,gate2_net_fare_identity,JO,Total,88468,1,100.00,2026-09-07 09:14:54.546 +0300,,
2026-08-17,GATE,gate3_promo_config,JO,Total,1622,1,100.00,2026-09-07 09:14:54.546 +0300,1,6405
2026-08-17,GATE,gate4_priceshocks_reconciliation,JO,Total,88468,1,22.84,2026-09-07 09:14:54.546 +0300,,
2026-08-17,GATE,gate5_segment_direction:promoeng_capped,JO,Total,528,1,34.28,2026-09-07 09:14:54.546 +0300,34,0
2026-08-17,GATE,gate5_segment_direction:promoeng_pct_bound,JO,Total,1089,1,26.54,2026-09-07 09:14:54.546 +0300,27,0
2026-08-17,GATE,gate5_segment_direction:voucher_capped,JO,Total,22893,1,20.95,2026-09-07 09:14:54.546 +0300,20,0
2026-08-17,GATE,gate5_segment_direction:voucher_pct_bound,JO,Total,8081,1,19.14,2026-09-07 09:14:54.546 +0300,19,0
2026-08-17,SCENARIO,beyondB,JO,AMM,55884,37,0.07,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,beyondB,JO,IRB,13502,7,0.05,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,beyondB,JO,Others,2051,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,beyondB,JO,Total,88468,49,0.06,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,beyondB,JO,ZRQ,17031,5,0.03,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinA_at_dest,JO,AMM,55884,6058,10.84,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinA_at_dest,JO,IRB,13502,1306,9.67,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinA_at_dest,JO,Others,2051,196,9.56,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinA_at_dest,JO,Total,88468,9209,10.41,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinA_at_dest,JO,ZRQ,17031,1649,9.68,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinA_not_dest,JO,AMM,55884,1682,3.01,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinA_not_dest,JO,IRB,13502,847,6.27,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinA_not_dest,JO,Others,2051,78,3.80,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinA_not_dest,JO,Total,88468,3140,3.55,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinA_not_dest,JO,ZRQ,17031,533,3.13,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinB_at_dest,JO,AMM,55884,3360,6.01,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinB_at_dest,JO,IRB,13502,917,6.79,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinB_at_dest,JO,Others,2051,170,8.29,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinB_at_dest,JO,Total,88468,5395,6.10,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinB_at_dest,JO,ZRQ,17031,948,5.57,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinB_not_dest,JO,AMM,55884,1405,2.51,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinB_not_dest,JO,IRB,13502,542,4.01,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinB_not_dest,JO,Others,2051,74,3.61,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinB_not_dest,JO,Total,88468,2415,2.73,2026-09-07 09:14:54.546 +0300,,
2026-08-17,SCENARIO,withinB_not_dest,JO,ZRQ,17031,394,2.31,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,beyondB,SA,Total,40998,22,0.05,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,previous_wallet_balance,SA,Total,40998,6977,17.02,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,surcharge_mismatch,SA,Total,40998,780,1.90,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,surge_mismatch,SA,Total,40998,36,0.09,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,waiting_time,SA,Total,40998,20028,48.85,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,withinA_at_dest,SA,Total,40998,3113,7.59,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,withinA_not_dest,SA,Total,40998,1542,3.76,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,withinB_at_dest,SA,Total,40998,6294,15.35,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CAUSE_MIX,withinB_not_dest,SA,Total,40998,2206,5.38,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,cumulative_price_shocks_net,SA,DMM,6763,2157,31.89,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,cumulative_price_shocks_net,SA,JED,29267,10469,35.77,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,cumulative_price_shocks_net,SA,MAD,10216,3401,33.29,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,cumulative_price_shocks_net,SA,MEC,5259,2027,38.54,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,cumulative_price_shocks_net,SA,Others,12080,4347,35.99,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,cumulative_price_shocks_net,SA,RUH,39220,11436,29.16,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,cumulative_price_shocks_net,SA,Total,102805,33837,32.91,2026-09-07 09:14:54.546 +0300,,
2026-08-17,CHANNEL,pd_mismatch,SA,DMM,6763,0,0.00,2026-09-07 09:14:54.546 +0300,,
