RIDE_DATE,METRIC_FAMILY,METRIC_NAME,COUNTRY,CITY_BUCKET,RIDES_DENOM,RIDES_FLAGGED,PCT,COMPUTED_AT,AMOUNT_VALUE,AVG_VALUE
2026-08-11,DISCOUNT,no_discount__absorption,SA,Total,1,1,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-11,DISCOUNT,no_discount__gross_shock,SA,Total,93607,31281,33.42,2026-09-07 09:14:54.546 +0300,129021,4
2026-08-11,DISCOUNT,no_discount__net_shock,SA,Total,93607,31281,33.42,2026-09-07 09:14:54.546 +0300,129021,0
2026-08-11,DISCOUNT,no_discount__ride_share,SA,Total,105001,93607,89.15,2026-09-07 09:14:54.546 +0300,,
2026-08-11,DISCOUNT,pct_bound_total__absorption,SA,Total,1,1,11.01,2026-09-07 09:14:54.546 +0300,,
2026-08-11,DISCOUNT,pct_bound_total__gross_shock,SA,Total,5812,1825,31.40,2026-09-07 09:14:54.546 +0300,7306,4
2026-08-11,DISCOUNT,pct_bound_total__net_shock,SA,Total,5812,1820,31.31,2026-09-07 09:14:54.546 +0300,6501,0
2026-08-11,DISCOUNT,pct_bound_total__ride_share,SA,Total,105001,5812,5.54,2026-09-07 09:14:54.546 +0300,,
2026-08-11,DISCOUNT,promised_not_applied,SA,Total,105001,42,0.04,2026-09-07 09:14:54.546 +0300,,
2026-08-11,DISCOUNT,promoeng_capped__absorption,SA,Total,1,1,-0.01,2026-09-07 09:14:54.546 +0300,,
2026-08-11,DISCOUNT,promoeng_capped__gross_shock,SA,Total,1089,453,41.60,2026-09-07 09:14:54.546 +0300,2252,5
2026-08-11,DISCOUNT,promoeng_capped__net_shock,SA,Total,1089,453,41.60,2026-09-07 09:14:54.546 +0300,2252,0
2026-08-11,DISCOUNT,promoeng_capped__ride_share,SA,Total,105001,1089,1.04,2026-09-07 09:14:54.546 +0300,,
2026-08-11,DISCOUNT,promoeng_pct_bound__absorption,SA,Total,1,1,12.50,2026-09-07 09:14:54.546 +0300,,
2026-08-11,DISCOUNT,promoeng_pct_bound__gross_shock,SA,Total,1477,553,37.44,2026-09-07 09:14:54.546 +0300,2882,5
2026-08-11,DISCOUNT,promoeng_pct_bound__net_shock,SA,Total,1477,547,37.03,2026-09-07 09:14:54.546 +0300,2522,0
2026-08-11,DISCOUNT,promoeng_pct_bound__ride_share,SA,Total,105001,1477,1.41,2026-09-07 09:14:54.546 +0300,,
2026-08-11,DISCOUNT,voucher_capped__absorption,SA,Total,1,1,-0.82,2026-09-07 09:14:54.546 +0300,,
2026-08-11,DISCOUNT,voucher_capped__gross_shock,SA,Total,4430,1593,35.96,2026-09-07 09:14:54.546 +0300,6771,4
2026-08-11,DISCOUNT,voucher_capped__net_shock,SA,Total,4430,1604,36.21,2026-09-07 09:14:54.546 +0300,6827,0
2026-08-11,DISCOUNT,voucher_capped__ride_share,SA,Total,105001,4430,4.22,2026-09-07 09:14:54.546 +0300,,
2026-08-11,DISCOUNT,voucher_pct_bound__absorption,SA,Total,1,1,10.03,2026-09-07 09:14:54.546 +0300,,
2026-08-11,DISCOUNT,voucher_pct_bound__gross_shock,SA,Total,4335,1272,29.34,2026-09-07 09:14:54.546 +0300,4424,3
2026-08-11,DISCOUNT,voucher_pct_bound__net_shock,SA,Total,4335,1273,29.37,2026-09-07 09:14:54.546 +0300,3980,0
2026-08-11,DISCOUNT,voucher_pct_bound__ride_share,SA,Total,105001,4335,4.13,2026-09-07 09:14:54.546 +0300,,
2026-08-11,GATE,gate1_promo_formula,SA,Total,4836,1,100.00,2026-09-07 09:14:54.546 +0300,100,2
2026-08-11,GATE,gate1_voucher_formula,SA,Total,8722,1,99.98,2026-09-07 09:14:54.546 +0300,100,
2026-08-11,GATE,gate2_net_fare_identity,SA,Total,105001,1,100.00,2026-09-07 09:14:54.546 +0300,,
2026-08-11,GATE,gate3_promo_config,SA,Total,2567,1,100.00,2026-09-07 09:14:54.546 +0300,5,2528
2026-08-11,GATE,gate4_priceshocks_reconciliation,SA,Total,105001,1,33.50,2026-09-07 09:14:54.546 +0300,,
2026-08-11,GATE,gate5_segment_direction:promoeng_capped,SA,Total,1089,1,41.60,2026-09-07 09:14:54.546 +0300,42,0
2026-08-11,GATE,gate5_segment_direction:promoeng_pct_bound,SA,Total,1477,1,37.03,2026-09-07 09:14:54.546 +0300,37,0
2026-08-11,GATE,gate5_segment_direction:voucher_capped,SA,Total,4430,1,36.21,2026-09-07 09:14:54.546 +0300,36,0
2026-08-11,GATE,gate5_segment_direction:voucher_pct_bound,SA,Total,4335,1,29.37,2026-09-07 09:14:54.546 +0300,29,0
2026-08-11,SCENARIO,beyondB,SA,DMM,6419,3,0.05,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,beyondB,SA,JED,30919,8,0.03,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,beyondB,SA,MAD,10712,3,0.03,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,beyondB,SA,MEC,5372,2,0.04,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,beyondB,SA,Others,12657,9,0.07,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,beyondB,SA,RUH,38922,9,0.02,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,beyondB,SA,Total,105001,34,0.03,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinA_at_dest,SA,DMM,6419,1093,17.03,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinA_at_dest,SA,JED,30919,6104,19.74,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinA_at_dest,SA,MAD,10712,1864,17.40,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinA_at_dest,SA,MEC,5372,1178,21.93,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinA_at_dest,SA,Others,12657,2270,17.93,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinA_at_dest,SA,RUH,38922,7405,19.03,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinA_at_dest,SA,Total,105001,19914,18.97,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinA_not_dest,SA,DMM,6419,196,3.05,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinA_not_dest,SA,JED,30919,612,1.98,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinA_not_dest,SA,MAD,10712,374,3.49,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinA_not_dest,SA,MEC,5372,177,3.29,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinA_not_dest,SA,Others,12657,471,3.72,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinA_not_dest,SA,RUH,38922,924,2.37,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinA_not_dest,SA,Total,105001,2754,2.62,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinB_at_dest,SA,DMM,6419,633,9.86,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinB_at_dest,SA,JED,30919,3408,11.02,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinB_at_dest,SA,MAD,10712,900,8.40,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinB_at_dest,SA,MEC,5372,553,10.29,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinB_at_dest,SA,Others,12657,1235,9.76,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinB_at_dest,SA,RUH,38922,2271,5.83,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinB_at_dest,SA,Total,105001,9000,8.57,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinB_not_dest,SA,DMM,6419,178,2.77,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinB_not_dest,SA,JED,30919,904,2.92,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinB_not_dest,SA,MAD,10712,405,3.78,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinB_not_dest,SA,MEC,5372,232,4.32,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinB_not_dest,SA,Others,12657,683,5.40,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinB_not_dest,SA,RUH,38922,1076,2.76,2026-09-07 09:14:54.546 +0300,,
2026-08-11,SCENARIO,withinB_not_dest,SA,Total,105001,3478,3.31,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,beyondB,JO,Total,21518,35,0.16,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,pickup_mismatch,JO,Total,21518,1,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,previous_wallet_balance,JO,Total,21518,1048,4.87,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,surcharge_mismatch,JO,Total,21518,12,0.06,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,surge_mismatch,JO,Total,21518,22,0.10,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,waiting_time,JO,Total,21518,9333,43.37,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,withinA_at_dest,JO,Total,21518,1322,6.14,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,withinA_not_dest,JO,Total,21518,2628,12.21,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,withinB_at_dest,JO,Total,21518,4833,22.46,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,withinB_not_dest,JO,Total,21518,2284,10.61,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,cumulative_price_shocks_net,JO,AMM,53459,12185,22.79,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,cumulative_price_shocks_net,JO,IRB,14335,4018,28.03,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,cumulative_price_shocks_net,JO,Others,1948,475,24.38,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,cumulative_price_shocks_net,JO,Total,86465,20469,23.67,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,cumulative_price_shocks_net,JO,ZRQ,16723,3791,22.67,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pd_mismatch,JO,AMM,53459,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pd_mismatch,JO,IRB,14335,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pd_mismatch,JO,Others,1948,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pd_mismatch,JO,Total,86465,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pd_mismatch,JO,ZRQ,16723,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pickup_mismatch,JO,AMM,53459,1,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pickup_mismatch,JO,IRB,14335,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pickup_mismatch,JO,Others,1948,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pickup_mismatch,JO,Total,86465,2,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pickup_mismatch,JO,ZRQ,16723,1,0.01,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,residual_fare_increase_net,JO,AMM,53459,6394,11.96,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,residual_fare_increase_net,JO,IRB,14335,2693,18.79,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,residual_fare_increase_net,JO,Others,1948,266,13.66,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,residual_fare_increase_net,JO,Total,86465,11482,13.28,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,residual_fare_increase_net,JO,ZRQ,16723,2129,12.73,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,rounding_error,JO,AMM,53459,613,1.15,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,rounding_error,JO,IRB,14335,154,1.07,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,rounding_error,JO,Others,1948,33,1.69,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,rounding_error,JO,Total,86465,963,1.11,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,rounding_error,JO,ZRQ,16723,163,0.97,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,spillover_recovery,JO,AMM,53459,880,1.65,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,spillover_recovery,JO,IRB,14335,182,1.27,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,spillover_recovery,JO,Others,1948,6,0.31,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,spillover_recovery,JO,Total,86465,1124,1.30,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,spillover_recovery,JO,ZRQ,16723,56,0.33,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,surcharge_mismatch,JO,AMM,53459,18,0.03,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,surcharge_mismatch,JO,IRB,14335,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,surcharge_mismatch,JO,Others,1948,1,0.05,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,surcharge_mismatch,JO,Total,86465,22,0.03,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,surcharge_mismatch,JO,ZRQ,16723,3,0.02,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,surge_mismatch,JO,AMM,53459,41,0.08,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,surge_mismatch,JO,IRB,14335,1,0.01,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,surge_mismatch,JO,Others,1948,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,surge_mismatch,JO,Total,86465,46,0.05,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,surge_mismatch,JO,ZRQ,16723,4,0.02,2026-09-07 09:14:54.546 +0300,,
2026-08-12,DISCOUNT,cap_bound_total__absorption,JO,Total,1,1,-1.42,2026-09-07 09:14:54.546 +0300,,
2026-08-12,DISCOUNT,cap_bound_total__gross_shock,JO,Total,14554,3015,20.72,2026-09-07 09:14:54.546 +0300,1906,1
2026-08-12,DISCOUNT,cap_bound_total__net_shock,JO,Total,14554,3118,21.42,2026-09-07 09:14:54.546 +0300,1933,0
2026-08-12,DISCOUNT,cap_bound_total__ride_share,JO,Total,86465,14554,16.83,2026-09-07 09:14:54.546 +0300,,
2026-08-12,DISCOUNT,discount_no_source__absorption,JO,Total,1,1,36.93,2026-09-07 09:14:54.546 +0300,,
2026-08-12,DISCOUNT,discount_no_source__gross_shock,JO,Total,120,19,15.83,2026-09-07 09:14:54.546 +0300,15,1
2026-08-12,DISCOUNT,discount_no_source__net_shock,JO,Total,120,12,10.00,2026-09-07 09:14:54.546 +0300,9,-1
2026-08-12,DISCOUNT,discount_no_source__ride_share,JO,Total,86465,120,0.14,2026-09-07 09:14:54.546 +0300,,
2026-08-12,DISCOUNT,no_discount__absorption,JO,Total,1,1,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,DISCOUNT,no_discount__gross_shock,JO,Total,65823,16166,24.56,2026-09-07 09:14:54.546 +0300,11237,1
2026-08-12,DISCOUNT,no_discount__net_shock,JO,Total,65823,16166,24.56,2026-09-07 09:14:54.546 +0300,11237,0
2026-08-12,DISCOUNT,no_discount__ride_share,JO,Total,86465,65823,76.13,2026-09-07 09:14:54.546 +0300,,
2026-08-12,DISCOUNT,pct_bound_total__absorption,JO,Total,1,1,8.20,2026-09-07 09:14:54.546 +0300,,
2026-08-12,DISCOUNT,pct_bound_total__gross_shock,JO,Total,5968,1269,21.26,2026-09-07 09:14:54.546 +0300,713,1
2026-08-12,DISCOUNT,pct_bound_total__net_shock,JO,Total,5968,1298,21.75,2026-09-07 09:14:54.546 +0300,655,0
2026-08-12,DISCOUNT,pct_bound_total__ride_share,JO,Total,86465,5968,6.90,2026-09-07 09:14:54.546 +0300,,
2026-08-12,DISCOUNT,promised_not_applied,JO,Total,86465,209,0.24,2026-09-07 09:14:54.546 +0300,,
2026-08-12,DISCOUNT,promoeng_capped__absorption,JO,Total,1,1,0.10,2026-09-07 09:14:54.546 +0300,,
2026-08-12,DISCOUNT,promoeng_capped__gross_shock,JO,Total,534,161,30.15,2026-09-07 09:14:54.546 +0300,146,1
2026-08-12,DISCOUNT,promoeng_capped__net_shock,JO,Total,534,161,30.15,2026-09-07 09:14:54.546 +0300,146,0
2026-08-12,DISCOUNT,promoeng_capped__ride_share,JO,Total,86465,534,0.62,2026-09-07 09:14:54.546 +0300,,
2026-08-12,DISCOUNT,promoeng_pct_bound__absorption,JO,Total,1,1,17.69,2026-09-07 09:14:54.546 +0300,,
2026-08-12,DISCOUNT,promoeng_pct_bound__gross_shock,JO,Total,956,275,28.77,2026-09-07 09:14:54.546 +0300,213,1
2026-08-12,DISCOUNT,promoeng_pct_bound__net_shock,JO,Total,956,269,28.14,2026-09-07 09:14:54.546 +0300,175,0
2026-08-12,DISCOUNT,promoeng_pct_bound__ride_share,JO,Total,86465,956,1.11,2026-09-07 09:14:54.546 +0300,,
2026-08-12,DISCOUNT,voucher_capped__absorption,JO,Total,1,1,-1.54,2026-09-07 09:14:54.546 +0300,,
2026-08-12,DISCOUNT,voucher_capped__gross_shock,JO,Total,14020,2854,20.36,2026-09-07 09:14:54.546 +0300,1759,1
2026-08-12,DISCOUNT,voucher_capped__net_shock,JO,Total,14020,2957,21.09,2026-09-07 09:14:54.546 +0300,1787,0
2026-08-12,DISCOUNT,voucher_capped__ride_share,JO,Total,86465,14020,16.21,2026-09-07 09:14:54.546 +0300,,
2026-08-12,DISCOUNT,voucher_pct_bound__absorption,JO,Total,1,1,4.17,2026-09-07 09:14:54.546 +0300,,
2026-08-12,DISCOUNT,voucher_pct_bound__gross_shock,JO,Total,5012,994,19.83,2026-09-07 09:14:54.546 +0300,500,1
2026-08-12,DISCOUNT,voucher_pct_bound__net_shock,JO,Total,5012,1029,20.53,2026-09-07 09:14:54.546 +0300,479,0
2026-08-12,DISCOUNT,voucher_pct_bound__ride_share,JO,Total,86465,5012,5.80,2026-09-07 09:14:54.546 +0300,,
2026-08-12,GATE,gate1_promo_formula,JO,Total,4234,1,100.00,2026-09-07 09:14:54.546 +0300,100,1
2026-08-12,GATE,gate1_voucher_formula,JO,Total,18816,1,99.98,2026-09-07 09:14:54.546 +0300,100,
2026-08-12,GATE,gate2_net_fare_identity,JO,Total,86465,1,100.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,GATE,gate3_promo_config,JO,Total,1494,1,100.00,2026-09-07 09:14:54.546 +0300,1,2608
2026-08-12,GATE,gate4_priceshocks_reconciliation,JO,Total,86465,1,23.67,2026-09-07 09:14:54.546 +0300,,
2026-08-12,GATE,gate5_segment_direction:promoeng_capped,JO,Total,534,1,30.15,2026-09-07 09:14:54.546 +0300,30,0
2026-08-12,GATE,gate5_segment_direction:promoeng_pct_bound,JO,Total,956,1,28.14,2026-09-07 09:14:54.546 +0300,29,0
2026-08-12,GATE,gate5_segment_direction:voucher_capped,JO,Total,14020,1,21.09,2026-09-07 09:14:54.546 +0300,20,0
2026-08-12,GATE,gate5_segment_direction:voucher_pct_bound,JO,Total,5012,1,20.53,2026-09-07 09:14:54.546 +0300,20,0
2026-08-12,SCENARIO,beyondB,JO,AMM,53459,30,0.06,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,beyondB,JO,IRB,14335,9,0.06,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,beyondB,JO,Others,1948,1,0.05,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,beyondB,JO,Total,86465,47,0.05,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,beyondB,JO,ZRQ,16723,7,0.04,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinA_at_dest,JO,AMM,53459,5713,10.69,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinA_at_dest,JO,IRB,14335,1258,8.78,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinA_at_dest,JO,Others,1948,201,10.32,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinA_at_dest,JO,Total,86465,8783,10.16,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinA_at_dest,JO,ZRQ,16723,1611,9.63,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinA_not_dest,JO,AMM,53459,1747,3.27,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinA_not_dest,JO,IRB,14335,871,6.08,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinA_not_dest,JO,Others,1948,83,4.26,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinA_not_dest,JO,Total,86465,3284,3.80,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinA_not_dest,JO,ZRQ,16723,583,3.49,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinB_at_dest,JO,AMM,53459,3165,5.92,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinB_at_dest,JO,IRB,14335,1177,8.21,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinB_at_dest,JO,Others,1948,131,6.72,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinB_at_dest,JO,Total,86465,5612,6.49,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinB_at_dest,JO,ZRQ,16723,1139,6.81,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinB_not_dest,JO,AMM,53459,1530,2.86,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinB_not_dest,JO,IRB,14335,703,4.90,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinB_not_dest,JO,Others,1948,59,3.03,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinB_not_dest,JO,Total,86465,2743,3.17,2026-09-07 09:14:54.546 +0300,,
2026-08-12,SCENARIO,withinB_not_dest,JO,ZRQ,16723,451,2.70,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,beyondB,SA,Total,42597,19,0.04,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,pickup_mismatch,SA,Total,42597,4,0.01,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,previous_wallet_balance,SA,Total,42597,7157,16.80,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,surcharge_mismatch,SA,Total,42597,769,1.81,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,surge_mismatch,SA,Total,42597,46,0.11,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,waiting_time,SA,Total,42597,20748,48.71,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,withinA_at_dest,SA,Total,42597,3277,7.69,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,withinA_not_dest,SA,Total,42597,1626,3.82,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,withinB_at_dest,SA,Total,42597,6568,15.42,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CAUSE_MIX,withinB_not_dest,SA,Total,42597,2383,5.59,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,cumulative_price_shocks_net,SA,DMM,6467,2150,33.25,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,cumulative_price_shocks_net,SA,JED,31025,11231,36.20,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,cumulative_price_shocks_net,SA,MAD,10241,3500,34.18,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,cumulative_price_shocks_net,SA,MEC,5351,2120,39.62,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,cumulative_price_shocks_net,SA,Others,12644,4535,35.87,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,cumulative_price_shocks_net,SA,RUH,39120,11708,29.93,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,cumulative_price_shocks_net,SA,Total,104848,35244,33.61,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pd_mismatch,SA,DMM,6467,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pd_mismatch,SA,JED,31025,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pd_mismatch,SA,MAD,10241,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pd_mismatch,SA,MEC,5351,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pd_mismatch,SA,Others,12644,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pd_mismatch,SA,RUH,39120,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pd_mismatch,SA,Total,104848,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pickup_mismatch,SA,DMM,6467,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pickup_mismatch,SA,JED,31025,3,0.01,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pickup_mismatch,SA,MAD,10241,1,0.01,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pickup_mismatch,SA,MEC,5351,0,0.00,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pickup_mismatch,SA,Others,12644,3,0.02,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pickup_mismatch,SA,RUH,39120,2,0.01,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,pickup_mismatch,SA,Total,104848,9,0.01,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,residual_fare_increase_net,SA,DMM,6467,1034,15.99,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,residual_fare_increase_net,SA,JED,31025,5061,16.31,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,residual_fare_increase_net,SA,MAD,10241,1612,15.74,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,residual_fare_increase_net,SA,MEC,5351,949,17.74,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,residual_fare_increase_net,SA,Others,12644,2329,18.42,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,residual_fare_increase_net,SA,RUH,39120,4632,11.84,2026-09-07 09:14:54.546 +0300,,
2026-08-12,CHANNEL,residual_fare_increase_net,SA,Total,104848,15617,14.89,2026-09-07 09:14:54.546 +0300,,
