RIDEID,CREATED,UPFRONTSCENARIO,DROPOFFATDESTINATION,FINALRIDEFARE,RECALCULATEDDISTANCE,RECALCULATEDTIME,RECALCULATEDFARE,UPFRONTENABLED,APPLIEDESTIMATETIME,APPLIEDESTIMATEDISTANCE,APPLIEDESTIMATEFARE,TAXIMETERTIME,TAXIMETERDISTANCE,TAXIMETERFARE,ORIGINALESTIMATETIME,ORIGINALESTIMATEDISTANCE,ORIGINALESTIMATEFARE,CHARGINGDISTANCESOURCE,CHARGINGDISTANCE,CHARGINGTIMESOURCE,CHARGINGTIME,ADDITIONALTIMECOMP,TAXIMETERFORMULA,TAXIMETERCASE,CHARGINGFARE,ADDITIONALTIMEVALUE,TAXIMETERSTATE,FACTORFORADDITIONALTIME,SPEEDPARAMETERX,MAXSPEED,ESTIMATEDSPEED,ACTUALSPEED,ACTUALTIME,SCALEDDISTANCE,TIMETHRESHHOLDSALOWPERCENTAGE,TIMETHRESHHOLDSAHIGHPERCENTAGE,TIMETHRESHHOLDSALOWVALUE,TIMETHRESHHOLDSAHIGHVALUE,TIMETHRESHHOLDSBLOWPERCENTAGE,TIMETHRESHHOLDSBHIGHPERCENTAGE,TIMETHRESHHOLDSBLOWVALUE,TIMETHRESHHOLDSBHIGHVALUE,KALMANDISTANCE,APPLIEDFIXEDTIMETHRESHOLDAPPLIED,APPLIEDFIXEDTIMETHRESHOLDVALUE,FIXEDSPEEDCAP,MAXWITHINMINUTESVARIANCE
6a4a55317ef6256af718be0d,2026-07-05 15:59:29.402,withinA,false,42.38,27.733,55.25,42.38,True,55.25,27.733,42.38,66.516666667,33.07811,55.26,22.65,15.666,23.86,applied_estimate,27.733,applied_estimate,55.25,0,"max(8.63,(1.0534*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,42.38,0,withinA,0.675,30,120,30.117,29.83743,66.516666667,0.00,100,22,0,4044,0,999999,3315,33153281,0,FALSE,0,41,3
6a4ba37c4407f7fd1e191df7,2026-07-06 15:45:48.290,withinA,true,9.15,3.198,8.266666667,9.15,True,8.266667,3.198,9.15,8.633333333,3.00058,9.92,8.266666667,3.198,9.15,applied_estimate,3.198,applied_estimate,8.266666667,0,"max(8.63,(1.0534*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,9.15,0,withinA,0.675,30,120,23.211,20.85347,8.633333333,0.00,100,22,0,605,0,999999,496,4960491,0,FALSE,0,41,3
6a4a75e1c5a77f251a7d65a5,2026-07-05 18:18:57.016,withinA,true,25.48,18.754,17.383333333,25.48,True,17.383333,18.754,25.48,18.966666667,9.37142,18.93,17.383333333,18.754,25.48,applied_estimate,18.754,applied_estimate,17.383333333,0,"max(8.63,(1.0534*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,25.48,0,withinA,0.675,30,120,64.731,29.64597,18.966666667,0.00,100,22,0,1272,0,999999,1043,10431032,0,FALSE,0,41,3
6a47dbc2c22d83bd74f0b42a,2026-07-03 18:56:50.771,withinA,true,45.24,33.882,65.15,45.24,True,65.15,33.882,45.24,64.283333333,33.52383,49.68,65.15,33.882,45.24,applied_estimate,33.882,applied_estimate,65.15,0,"max(8.63,(1.0534*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,45.24,0,withinA,0.675,30,120,31.2036,31.29007,64.283333333,0.00,100,22,0,4768,0,999999,3909,39093869,0,FALSE,0,41,3
6a47fa00c22d83bd741632c9,2026-07-03 21:05:52.369,withinA,true,8.94,1.862,7.683333333,8.94,True,7.683333,1.862,8.94,4.75,1.77663,8.94,7.683333333,1.862,8.94,applied_estimate,1.862,applied_estimate,7.683333333,0,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,8.94,0,withinA,0.675,30,120,14.5404,22.4416,4.75,0.00,100,22,0,562,0,999999,461,4610456,0,FALSE,0,41,3
6a47cd09c22d83bd74e26888,2026-07-03 17:54:01.892,withinA,false,33.98,30.283,24.85,33.98,True,24.85,30.283,33.98,25,22.03758,30.23,22.116666667,22.012,26.6,applied_estimate,30.283,applied_estimate,24.85,0,"max(8.63,(1.0534*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,33.98,0,withinA,0.675,30,120,73.1178,52.8902,25,0.00,100,22,0,1819,0,999999,1491,14911476,0,FALSE,0,41,3
6a4d046bc5d6742eb7dae280,2026-07-07 16:51:39.589,withinA,true,26.19,18.378,21.95,26.19,True,21.95,18.378,26.19,23.116666667,16.68462,27.64,21.95,18.378,26.19,applied_estimate,18.378,applied_estimate,21.95,0,"max(8.63,(1.0534*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,26.19,0,withinA,0.675,30,120,50.2362,43.30543,23.116666667,0.00,100,22,0,1606,0,999999,1317,13171303,0,FALSE,0,41,3
6a580c53c3c2a38be2c5fff8,2026-07-16 01:40:19.374,withinA,false,36.57,30.274,29.266666667,36.57,True,29.266667,30.274,36.57,31.55,40.16149,50.68,27.383333333,30.037,35.96,applied_estimate,30.274,applied_estimate,29.266666667,0,"max(8.63,(0.994*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,36.57,0,withinA,0.675,30,120,62.0652,76.37684,31.55,0.00,100,22,0,2142,0,999999,1756,17561738,0,FALSE,0,41,3
6a5658e0c3c2a38be2db104a,2026-07-14 18:42:24.633,withinA,true,1.08,1.558,5.966666667,1.08,True,5.966667,1.558,1.08,6.316666667,1.50321,1.2,5.966666667,1.558,1.08,applied_estimate,1.558,applied_estimate,5.966666667,0,"max(1.2,0.94*(0.468+(0*durationInMinute)+(0.336*distanceInKm)))",applied_estimate,1.08,0,withinA,0.07,30,120,15.6672,14.27852,6.316666667,0.00,100,22,0,436,0,999999,358,3580354,0,FALSE,0,27,3
6a498ec27ef6256af79d9560,2026-07-05 01:52:50.051,withinA,true,34.94,28.799,27.6,34.94,True,27.6,28.799,34.94,28.016666667,28.73166,38.85,27.6,28.799,34.94,applied_estimate,28.799,applied_estimate,27.6,0,"max(8.63,(0.994*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,34.94,0,withinA,0.675,30,120,62.6064,61.53121,28.016666667,0.00,100,22,0,2020,0,999999,1656,16561639,0,FALSE,0,41,3
6a4a84e37ef6256af75c36a7,2026-07-05 19:22:59.487,withinB,true,58.66,37.223188,39.883333333,58.66,True,39.883333,35.167,47.4,53.2,37.22319,58.3,39.883333333,35.167,47.4,taximeter_distance,37.223188,applied_estimate,39.883333333,13.32,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",speed_in_limit,58.66,8.99,withinB,0.675,30,120,52.905,41.98104,53.2,0.00,100,22,0,2919,0,999999,2393,23932369,0,FALSE,0,41,3
6a4a88437ef6256af76019c8,2026-07-05 19:37:23.356,withinB,true,62.99,27.556754,28.133333333,62.99,True,28.133333,23.377,45.08,46.05,27.55675,62.42,28.133333333,23.377,45.08,taximeter_distance,27.556754,applied_estimate,28.133333333,17.92,"max(11.65,(1.476*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",speed_in_limit,62.99,12.1,withinB,0.675,30,120,49.8564,35.90457,46.05,0.00,100,30,0,2194,0,999999,1688,16881671,0,FALSE,0,41,3
6a492bec7ef6256af73fad50,2026-07-04 18:51:08.436,withinB,true,30.93,17.04873,26.35,30.93,True,26.35,15.303,21.94,38.366666667,17.04873,28.65,26.35,15.303,21.94,taximeter_distance,17.04873,applied_estimate,26.35,12.02,"max(8.63,(1.0534*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",speed_in_limit,30.93,8.11,withinB,0.675,30,120,34.8456,26.66178,38.366666667,0.00,100,22,0,1928,0,999999,1581,15811565,0,FALSE,0,41,3
6a4835627ae76b85a3794328,2026-07-04 01:19:14.520,withinA,false,4.97,19.25,21.983333333,4.97,True,21.983333,19.25,4.97,20.816666667,19.31167,5.64,24.983333333,14.514,3.74,applied_estimate,19.25,applied_estimate,21.983333333,0,"max(1.2,1.389*(0.4+(0.04*durationInMinute)+(0.14*distanceInKm)))",applied_estimate,4.97,0,withinA,0.07,30,120,52.5396,55.66215,20.816666667,0.00,100,21,0,1595,0,999999,1319,13191305,0,FALSE,0,29,3
6a578fd1cd1f13068c553660,2026-07-15 16:49:05.055,withinB,true,2.93,7.704,12.266666667,2.93,True,12.266667,7.704,2.58,17.65,6.65514,2.54,12.266666667,7.704,2.58,applied_estimate,7.704,applied_estimate,12.266666667,5.38,"max(1.2,0.94*(0.468+(0*durationInMinute)+(0.336*distanceInKm)))",ad_less_ed,2.93,0.38,withinB,0.07,30,120,37.6824,22.62371,17.65,0.00,100,22,0,897,0,999999,736,7360728,0,FALSE,0,27,3
6a4ed4bdae56939540ff6f49,2026-07-09 01:52:45.045,withinA,true,26.96,20.81,22.6,26.96,True,22.6,20.81,26.96,27.4,10.29052,20.9,22.6,20.81,26.96,applied_estimate,20.81,applied_estimate,22.6,0,"max(8.63,(0.994*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,26.96,0,withinA,0.675,30,120,55.248,22.53397,27.4,0.00,100,22,0,1654,0,999999,1356,13561342,0,FALSE,0,41,3
6a4fc809c737923ca985fc12,2026-07-09 19:10:49.907,withinA,true,17.77,10.032,15.733333333,17.77,True,15.733333,10.032,17.77,16.633333333,9.56513,19.32,15.733333333,10.032,17.77,applied_estimate,10.032,applied_estimate,15.733333333,0,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,17.77,0,withinA,0.675,30,120,38.2578,34.50346,16.633333333,0.00,100,22,0,1151,0,999999,944,9440934,0,FALSE,0,41,3
6a4fe680b0e119efe8b7428c,2026-07-09 21:20:48.164,withinA,true,8.94,1.934,4.8,8.94,True,4.8,1.934,8.94,7.716666667,1.79825,9.92,4.8,1.934,8.94,applied_estimate,1.934,applied_estimate,4.8,0,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,8.94,0,withinA,0.675,30,120,24.1752,13.98206,7.716666667,0.00,100,22,0,351,0,999999,288,2880285,0,TRUE,1.860666667,41,3
6a5283c8aba5ca19618b71de,2026-07-11 20:56:24.235,withinB,true,26.53,12.286,18.566666667,26.53,True,18.566667,12.286,18.53,31.3,11.52799,22.9,18.566666667,12.286,18.53,applied_estimate,12.286,applied_estimate,18.566666667,12.73,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",ad_less_ed,26.53,8.59,withinB,0.675,30,120,39.7032,22.09839,31.3,0.00,100,22,0,1359,0,999999,1114,11141102,0,FALSE,0,41,3
6a528812aba5ca1961901ef2,2026-07-11 21:14:41.946,withinA,true,8.94,3.523,8.016666667,8.94,True,8.016667,3.523,8.94,5.15,0.50069,8.94,8.016666667,3.523,8.94,applied_estimate,3.523,applied_estimate,8.016666667,0,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,8.94,0,withinA,0.675,30,120,26.3676,5.83329,5.15,0.00,100,22,0,586,0,999999,481,4810476,0,FALSE,0,41,3
6a4c839dc5d6742eb76748fe,2026-07-07 07:42:05.384,withinA,true,43.07,30.7,31.633333333,43.07,True,31.633333,30.7,43.07,34.75,27.32374,44.78,31.633333333,30.7,43.07,applied_estimate,30.7,applied_estimate,31.633333333,0,"max(8.63,(1.1431*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,43.07,0,withinA,0.675,30,120,58.23,47.17768,34.75,0.00,100,22,0,2315,0,999999,1898,18981879,0,FALSE,0,41,3
6a4f099eb0e119efe8dc06e6,2026-07-09 05:38:22.525,withinA,false,41.22,34.96,32.016666667,41.22,True,32.016667,34.96,41.22,29.166666667,33.56745,43.49,32.666666667,32.738,39.43,applied_estimate,34.96,applied_estimate,32.016666667,0,"max(8.63,(0.994*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,41.22,0,withinA,0.675,30,120,65.5158,69.05304,29.166666667,0.00,100,22,0,2343,0,999999,1921,19211901,0,FALSE,0,41,3
6a52500e2c3bad89f2cb18e3,2026-07-11 17:15:41.973,withinA,true,24.17,18.783,23.216666667,24.17,True,23.216667,18.783,24.17,24.733333333,19.12304,27.51,23.216666667,18.783,24.17,applied_estimate,18.783,applied_estimate,23.216666667,0,"max(8.63,(1.0534*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,24.17,0,withinA,0.675,30,120,48.5418,46.39012,24.733333333,0.00,100,22,0,1699,0,999999,1393,13931379,0,FALSE,0,41,3
6a44ddd694fcb2ed1a0c0625,2026-07-01 12:28:54.857,withinA,true,12.27,6.773,11.933333333,12.27,True,11.933333,6.773,12.27,13.883333333,7.26217,12.91,11.933333333,6.773,12.27,applied_estimate,6.773,applied_estimate,11.933333333,0,"max(8.07,0.873*(0.225*durationInMinute+1.03*distanceInKm+3.92))",applied_estimate,12.27,0,withinA,0.575,30,120,34.0542,31.38514,13.883333333,0.00,100,18,0,844,0,999999,716,7160708,0,FALSE,0,46,3
6a529550aba5ca19619e9500,2026-07-11 22:11:12.490,withinA,true,30.8,23.218,32.266666667,30.8,True,32.266667,23.218,30.8,32.483333333,23.74206,34.67,32.266666667,23.218,30.8,applied_estimate,23.218,applied_estimate,32.266666667,0,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,30.8,0,withinA,0.675,30,120,43.1742,43.85398,32.483333333,0.00,100,22,0,2361,0,999999,1936,19361916,0,FALSE,0,41,3
6a4cc69e4407f7fd1ef03698,2026-07-07 12:27:58.840,withinA,true,40.74,26.076,40.783333333,40.74,True,40.783333,26.076,40.74,41.6,25.86058,45.26,40.783333333,26.076,40.74,applied_estimate,26.076,applied_estimate,40.783333333,0,"max(8.63,(1.1431*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,40.74,0,withinA,0.675,30,120,38.3628,37.29892,41.6,0.00,100,22,0,2985,0,999999,2447,24472422,0,FALSE,0,41,3
6a4cecb94407f7fd1e121387,2026-07-07 15:10:32.918,withinA,true,17.14,10.209,15.1,17.14,True,15.1,10.209,17.14,17.933333333,11.40033,20.98,15.1,10.209,17.14,applied_estimate,10.209,applied_estimate,15.1,0,"max(8.63,(1.0534*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,17.14,0,withinA,0.675,30,120,40.5654,38.14236,17.933333333,0.00,100,22,0,1105,0,999999,906,9060896,0,FALSE,0,41,3
6a4cb9464407f7fd1ee5ece9,2026-07-07 11:31:02.587,withinA,true,10.41,3.999,7,10.41,True,7,3.999,10.41,7.3,2.95646,10.42,7,3.999,10.41,applied_estimate,3.999,applied_estimate,7,0,"max(8.63,(1.1431*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,10.41,0,withinA,0.675,30,120,34.2774,24.29964,7.3,0.00,100,22,0,512,0,999999,420,4200415,0,FALSE,0,41,3
6a4d518fc5d6742eb741940f,2026-07-07 22:20:47.667,withinB,true,20.14,8.71,14.783333333,20.14,True,14.783333,8.71,16.3,20.283333333,7.19893,14.8,14.783333333,8.71,16.3,applied_estimate,8.71,applied_estimate,14.783333333,5.5,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",ad_less_ed,20.14,3.71,withinB,0.675,30,120,35.3508,21.29512,20.283333333,0.00,100,22,0,1082,0,999999,887,8870878,0,FALSE,0,41,3
6a511050c737923ca93f9a66,2026-07-10 18:31:28.326,withinB,true,10.63,1.61,6.533333333,10.63,True,6.533333,1.61,8.94,10.65,1.35751,8.94,6.533333333,1.61,8.94,applied_estimate,1.61,applied_estimate,6.533333333,4.12,"max(8.63,(1.0534*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",ad_less_ed,10.63,2.78,withinB,0.675,30,120,14.7858,7.64797,10.65,0.00,100,22,0,478,0,999999,392,3920388,0,FALSE,0,41,3
6a5103c5c737923ca9347544,2026-07-10 17:37:57.985,withinB,true,30.69,19.155176,22.783333333,30.69,True,22.783333,15.667,21.5,32.816666667,19.15518,29.2,22.783333333,15.667,21.5,taximeter_distance,19.155176,applied_estimate,22.783333333,10.03,"max(8.63,(1.0534*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",speed_in_limit,30.69,6.77,withinB,0.675,30,120,41.259,35.02216,32.816666667,0.00,100,22,0,1667,0,999999,1367,13671353,0,FALSE,0,41,3
6a50cea8b0e119efe81cbb3d,2026-07-10 13:51:20.855,withinA,true,48.99,41.902,32.583333333,48.99,True,32.583333,41.902,48.99,35.883333333,46.91953,60.24,32.583333333,41.902,48.99,applied_estimate,41.902,applied_estimate,32.583333333,0,"max(8.63,(1.1431*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,48.99,0,withinA,0.675,30,120,77.1594,78.45346,35.883333333,0.00,100,22,0,2385,0,999999,1955,19551935,0,FALSE,0,41,3
6a5118e7b0e119efe84edb59,2026-07-10 19:08:06.330,withinA,true,11.97,6.285,11.95,11.97,True,11.95,6.285,11.97,12.75,5.75064,11.93,11.95,6.285,11.97,applied_estimate,6.285,applied_estimate,11.95,0,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,11.97,0,withinA,0.675,30,120,31.5564,27.06182,12.75,0.00,100,22,0,874,0,999999,717,7170709,0,FALSE,0,41,3
6a4fd76ac737923ca99a5b83,2026-07-09 20:16:26.631,withinA,true,3.37,10.204,18.5,3.37,True,18.5,10.204,3.37,19.433333333,10.83346,3.94,18.5,10.204,3.37,applied_estimate,10.204,applied_estimate,18.5,0,"max(1.5,0.96*(0.468+(0*durationInMinute)+(0.336*distanceInKm)))",applied_estimate,3.37,0,withinA,0.071,30,120,33.0942,33.44806,19.433333333,0.00,100,22,0,1354,0,999999,1110,11101098,0,FALSE,0,30,3
6a4fc3a4c737923ca9803452,2026-07-09 18:52:04.229,withinA,true,5.25,16.685,40.466666667,5.25,True,40.466667,16.685,5.25,46.816666667,21.43164,7.36,40.466666667,16.685,5.25,applied_estimate,16.685,applied_estimate,40.466666667,0,"max(1.5,0.96*(0.468+(0*durationInMinute)+(0.336*distanceInKm)))",applied_estimate,5.25,0,withinA,0.071,30,120,24.7386,27.46668,46.816666667,0.00,100,22,0,2962,0,999999,2428,24282403,0,FALSE,0,30,3
6a510474c737923ca93517b2,2026-07-10 17:40:52.341,withinA,true,8.94,1.959,4.216666667,8.94,True,4.216667,1.959,8.94,4.933333333,1.6081,8.94,4.216666667,1.959,8.94,applied_estimate,1.959,applied_estimate,4.216666667,0,"max(8.63,(1.0534*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,8.94,0,withinA,0.675,30,120,27.8748,19.55799,4.933333333,0.00,100,22,0,308,0,999999,253,2530250,0,FALSE,0,41,3
6a4a9ca9c5a77f251aabea33,2026-07-05 21:04:25.163,withinA,true,39.58,26.821,40.366666667,39.58,True,40.366667,26.821,39.58,47.3,23.06281,41.76,40.366666667,26.821,39.58,applied_estimate,26.821,applied_estimate,40.366666667,0,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,39.58,0,withinA,0.675,30,120,39.8658,29.25514,47.3,0.00,100,22,0,2954,0,999999,2422,24222397,0,FALSE,0,41,3
6a4a88567ef6256af76037e6,2026-07-05 19:37:42.649,withinA,true,11.28,4.75,9.566666667,11.28,True,9.566667,4.75,11.28,11.8,4.75416,13.13,9.566666667,4.75,11.28,applied_estimate,4.75,applied_estimate,9.566666667,0,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,11.28,0,withinA,0.675,30,120,29.7912,24.17367,11.8,0.00,100,22,0,700,0,999999,574,5740568,0,TRUE,0.1286666667,41,3
6a4a9b1ac5a77f251aaa4770,2026-07-05 20:57:44.112,withinA,true,33.12,23.055,28.25,33.12,True,28.25,23.055,33.12,30.25,22.40573,36.24,28.25,23.055,33.12,applied_estimate,23.055,applied_estimate,28.25,0,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,33.12,0,withinA,0.675,30,120,48.9666,44.44112,30.25,0.00,100,22,0,2067,0,999999,1695,16951678,0,FALSE,0,41,3
6a47e1287ae76b85a31ebce1,2026-07-03 19:19:52.427,withinA,false,1.37,3.299,9.166666667,1.37,True,9.166667,3.299,1.37,8.433333333,3.22617,1.69,6.983333333,2.401,1.13,applied_estimate,3.299,applied_estimate,9.166666667,0,"max(1.2,1.234*(0.4+(0.04*durationInMinute)+(0.14*distanceInKm)))",applied_estimate,1.37,0,withinA,0.07,30,120,21.5934,22.95301,8.433333333,0.00,100,21,0,665,0,999999,550,5500544,0,FALSE,0,29,3
6a4b634a4407f7fd1ee041d3,2026-07-06 11:11:53.993,withinA,true,34.19,21.864,31.233333333,34.19,True,31.233333,21.864,34.19,29.633333333,20.89468,36.29,31.233333333,21.864,34.19,applied_estimate,21.864,applied_estimate,31.233333333,0,"max(8.63,(1.1431*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,34.19,0,withinA,0.675,30,120,42.0012,42.30643,29.633333333,0.00,100,22,0,2286,0,999999,1874,18741855,0,FALSE,0,41,3
6a47fb5cc22d83bd7417eca3,2026-07-03 21:11:40.656,withinA,true,33.99,26.695,33.233333333,33.99,True,33.233333,26.695,33.99,39.4,23.47105,36.16,33.233333333,26.695,33.99,applied_estimate,26.695,applied_estimate,33.233333333,0,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,33.99,0,withinA,0.675,30,120,48.1956,35.74272,39.4,0.00,100,22,0,2432,0,999999,1994,19941974,0,FALSE,0,41,3
6a48021dc22d83bd74206f96,2026-07-03 21:40:29.628,withinA,true,10.93,5.493,10.2,10.93,True,10.2,5.493,10.93,11.883333333,3.63365,10.56,10.2,5.493,10.93,applied_estimate,5.493,applied_estimate,10.2,0,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,10.93,0,withinA,0.675,30,120,32.3118,18.34663,11.883333333,0.00,100,22,0,746,0,999999,612,6120605,0,FALSE,0,41,3
6a47b21f7ae76b85a3f578b6,2026-07-03 15:59:11.224,withinA,true,20.45,14.713,21.533333333,20.45,True,21.533333,14.713,20.45,22.75,14.57533,22.71,21.533333333,14.713,20.45,applied_estimate,14.713,applied_estimate,21.533333333,0,"max(8.63,(1.0534*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,20.45,0,withinA,0.675,30,120,40.9962,38.44043,22.75,0.00,100,22,0,1576,0,999999,1292,12921279,0,FALSE,0,41,3
6a4a60037ef6256af727aacf,2026-07-05 16:45:39.271,withinA,true,52.08,39.924,48.883333333,52.08,True,48.883333,39.924,52.08,58.2,27.37535,47.43,48.883333333,39.924,52.08,applied_estimate,39.924,applied_estimate,48.883333333,0,"max(8.63,(1.0534*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,52.08,0,withinA,0.675,30,120,49.0032,28.22201,58.2,0.00,100,22,0,3578,0,999999,2933,29332903,0,FALSE,0,41,3
6a47bcd77ae76b85a3fcd882,2026-07-03 16:44:55.026,withinA,false,2.38,8.568,14.85,2.38,True,14.85,8.568,2.38,13.666666667,8.31413,3.01,16.416666667,9.238,2.55,applied_estimate,8.568,applied_estimate,14.85,0,"max(1.2,1.205*(0.4+(0.04*durationInMinute)+(0.14*distanceInKm)))",applied_estimate,2.38,0,withinA,0.07,30,120,34.6182,36.50105,13.666666667,0.00,100,21,0,1078,0,999999,891,8910882,0,FALSE,0,29,3
6a57f135c7a9562f6fb850c4,2026-07-15 23:44:37.772,withinA,true,8.94,1.64,3.15,8.94,True,3.15,1.64,8.94,3.45,1.57437,9.92,3.15,1.64,8.94,applied_estimate,1.64,applied_estimate,3.15,0,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,8.94,0,withinA,0.675,30,120,31.2378,27.38033,3.45,0.00,100,22,0,230,0,999999,189,1890187,0,FALSE,0,41,3
6a493597c5a77f251a8240eb,2026-07-04 19:32:23.259,withinA,true,8.94,1.536,5.1,8.94,True,5.1,1.536,8.94,4.133333333,0.98124,8.94,5.1,1.536,8.94,applied_estimate,1.536,applied_estimate,5.1,0,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,8.94,0,withinA,0.675,30,120,18.0708,14.24378,4.133333333,0.00,100,22,0,373,0,999999,306,3060302,0,FALSE,0,41,3
6a492e1d7ef6256af742656b,2026-07-04 19:00:28.043,withinB,false,8.94,0.453,1.716666667,8.94,True,1.716667,0.453,8.94,2.533333333,0.34017,8.94,25.266666667,14.759,21.28,applied_estimate,0.453,applied_estimate,1.716666667,0.82,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",ad_less_ed,8.94,0.55,withinB,0.675,30,120,15.8328,8.05669,2.533333333,0.00,100,22,0,125,0,999999,103,1030101,0,FALSE,0,41,3
6a515f842c3bad89f2504d8c,2026-07-11 00:09:24.979,withinA,true,48.08,34.178,27.5,48.08,True,27.5,34.178,48.08,24.566666667,32.91933,51.08,27.5,34.178,48.08,applied_estimate,34.178,applied_estimate,27.5,0,"max(11.65,(1.342*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,48.08,0,withinA,0.675,30,120,74.5704,80.39998,24.566666667,0.00,100,30,0,2145,0,999999,1650,16501633,0,FALSE,0,41,3
6a50fc7bc737923ca92e85e4,2026-07-10 17:06:51.660,withinB,false,13.95,6.861485,6.316666667,13.95,True,6.316667,3.44,8.94,11.25,6.86149,13.13,6.683333333,3.609,8.94,taximeter_distance,6.861485,applied_estimate,6.316666667,4.93,"max(8.63,(1.0534*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",speed_in_limit,13.95,3.33,withinB,0.675,30,120,32.6754,36.59459,11.25,0.00,100,22,0,462,0,999999,379,3790375,0,FALSE,0,41,3
6a512640c737923ca954ec64,2026-07-10 20:05:03.998,withinA,true,25.21,16.366,33.416666667,25.21,True,33.416667,16.366,25.21,36.466666667,16.28,28.52,33.416666667,16.366,25.21,applied_estimate,16.366,applied_estimate,33.416666667,0,"max(8.63,(1.0934*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,25.21,0,withinA,0.675,30,120,29.3856,26.7861,36.466666667,0.00,100,22,0,2446,0,999999,2005,20051984,0,FALSE,0,41,3
6a4cdb54c5d6742eb7ad4252,2026-07-07 13:56:20.704,withinB,true,27.72,10.290859,16.983333333,27.72,True,16.983333,10.11,18.96,29.25,10.29086,24.59,16.983333333,10.11,18.96,taximeter_distance,10.290859,applied_estimate,16.983333333,12.27,"max(8.63,(1.1431*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",speed_in_limit,27.72,8.28,withinB,0.675,30,120,35.7174,21.10945,29.25,0.00,100,22,0,1243,0,999999,1019,10191008,0,FALSE,0,41,3
6a4c1d18c5d6742eb74f87bc,2026-07-07 00:24:40.220,withinA,true,13.49,7.892,11.95,13.49,True,11.95,7.892,13.49,12.15,7.79524,14.9,11.95,7.892,13.49,applied_estimate,7.892,applied_estimate,11.95,0,"max(8.63,(0.994*(0.21*durationInMinute+0.84*distanceInKm+3.97)))",applied_estimate,13.49,0,withinA,0.675,30,120,39.6252,38.49499,12.15,0.00,100,22,0,874,0,999999,717,7170709,0,FALSE,0,41,3
