PASSENGERID,AREA_CODE,SERVICETYPE,NEIGHBOURHOODID,ACTUALDATETIME,PREVIOUSDATE,DATEDIFFERENCE,PRICECHECKFLAG,PICKUPLAT,PICKUPLONG,DESTLAT,DESTLONG,PICKUPGEOHASH,DESTGEOHASH,UNIQUEID,SERVICEFILTER,MINIMUMFARE,MAXIMUMFARE,VAT,VALUE,DISCOUNT,SURGEMULTIPLIER,SURCHARGE,RN,DISTANCE,DURATION,TRACEID,CUSTOMERSEGMENT,DISCRIMINATIONMULTIPLIER,ACTUALDISCRIMINATIONMULTIPLIER,PRICEDISCRIMINATIONENABLED,USERMETPDCRITERIA,ACTUALDATE,BASEFARE,FACTORDRIVER,DRIVERPRICE,PAYOUTENABLEDDRIVER,ADJUSTFAREDIFFERENCEDRIVER,PRICECHECKSUNIQUEID,RIDEID,PD_GROUP,REQUESTED,ACCEPTED,BOARDED,RANDOMISATION_BASESURGE,RANDOMISATION_BUCKETID,RANDOMISATION_FINALSURGE,RANDOMISATION_ISRANDOMISED,RANDOMISATION_RANDOMOFFSET,ISELIGIBLECASHRIDE,PASSENGERWALLETBALANCE,PICKUPAREACODE,DESTAREACODE
6a5280dcb228b357d708ee5f,RUH,smart,6891b6502b984bc6e61e0bf9,2026-07-11 20:53:10.354,2026-07-11 20:53:10.354,0,0,24.817968,46.64382,24.793637,46.698912,th3jjm,th3jn9,20260711205310354,ecolite,18.53,18.53,0.58,18.53,,0.9,0,10,12.286,18.566666667,5cb58586-9299-47ed-89ad-be3f06f69fa7,Group A,0.90,0.90,TRUE,TRUE,2026-07-11,19.89,,,TRUE,TRUE,5cb58586-9299-47ed-89ad-be3f06f69fa71783803190354,6a5283c8aba5ca19618b71de,A,2026-07-11 20:56:24.235,2026-07-11 20:56:41.039,2026-07-11 21:06:48.367,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a52850b5c70cc9b6e082a9f,RUH,smart,6891b6528351f3291d5567ec,2026-07-11 21:14:06.216,2026-07-11 21:14:06.216,0,0,24.722029,46.811186,24.724972,46.814094,th3k9h,th3k9m,20260711211406216,ecolite,8.94,8.94,0.58,8.94,,0.9,0,10,3.523,8.016666667,A2B8FBFA-8E8B-4A47-91C2-EB276BB4457E,Group A,0.90,0.90,TRUE,TRUE,2026-07-11,9.42,,,TRUE,TRUE,A2B8FBFA-8E8B-4A47-91C2-EB276BB4457E1783804446216,6a528812aba5ca1961901ef2,A,2026-07-11 21:14:41.958,2026-07-11 21:14:45.290,2026-07-11 21:23:25.984,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a4b3b20d79287edf10cc3be,RUH,smart,6891b6512b984bc8151bac3a,2026-07-11 22:10:57.329,2026-07-11 22:10:57.329,0,0,24.634208,46.695173,24.752229,46.808419,th3hns,th3kc4,20260711221057329,ecolite,30.8,30.8,0.58,30.8,,0.9,0,10,23.218,32.266666667,7EBF9ABB-007F-4355-A0AD-309C12EBA051,Group A,0.90,0.90,TRUE,TRUE,2026-07-11,33.07,,,TRUE,TRUE,7EBF9ABB-007F-4355-A0AD-309C12EBA0511783807857329,6a529550aba5ca19619e9500,A,2026-07-11 22:11:12.495,2026-07-11 22:11:15.719,2026-07-11 22:21:53.928,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a52b8f88fa512cb950efcb7,RUH,smart,6891b651008d57c7b830139f,2026-07-12 00:45:37.965,2026-07-12 00:45:37.965,0,0,24.78079,46.598939,24.599921,46.754062,th3hur,th35zy,20260712004537965,ecolite,40.85,40.85,0.58,40.85,,1,3.55,10,34.562,31.933333333,4DEBBA45-8951-48F2-9827-D13C678218F3,Group A,0.90,0.90,TRUE,TRUE,2026-07-12,39.47,,,TRUE,TRUE,4DEBBA45-8951-48F2-9827-D13C678218F31783817137965,6a52b9812c3bad89f233b710,A,2026-07-12 00:45:37.007,2026-07-12 00:45:51.701,2026-07-12 00:56:28.399,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a52c7358851d4add50ece50,RUH,smart,6891b6502b984bc6e61e0bf9,2026-07-12 01:51:54.701,2026-07-12 01:51:54.701,0,0,24.765235,46.641095,24.808147,46.784693,th3hvk,th3m0s,20260712015154701,ecolite,27.13,27.13,0.58,27.13,,1,0,10,21.884,19.116666667,9883BB94-F1CE-405B-9E97-7835030B19B3,Group A,0.90,0.90,TRUE,TRUE,2026-07-12,26.21,,,TRUE,TRUE,9883BB94-F1CE-405B-9E97-7835030B19B31783821114701,6a52c90a2c3bad89f238d0f0,A,2026-07-12 01:51:54.092,2026-07-12 01:51:58.953,2026-07-12 02:00:16.622,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4cb86ed48860dd0508faac,RUH,smart,6891b6504b7aadcc3e1d1e62,2026-07-07 11:30:42.152,2026-07-07 11:30:42.152,0,0,24.639794,46.563169,24.625663,46.548269,th3h5t,th3h54,20260707113042152,ecolite,10.41,10.41,0.58,10.41,,1,0,10,3.999,7,CDCB2A3D-DBB0-4820-A2C3-FC07C1DB7787,Group A,0.90,0.90,TRUE,TRUE,2026-07-07,10.06,,,TRUE,TRUE,CDCB2A3D-DBB0-4820-A2C3-FC07C1DB77871783423842152,6a4cb9464407f7fd1ee5ece9,A,2026-07-07 11:31:02.596,2026-07-07 11:31:08.653,2026-07-07 11:39:23.609,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a524bbcb422ccae0b0d3be8,RUH,smart,6891b6515cbf304401265966,2026-07-11 17:09:53.636,2026-07-11 17:09:53.636,0,0,24.632566,46.532257,24.625301,46.542298,th3h4u,th3h54,20260711170953636,ecolite,8.94,8.94,0.58,8.94,,0.9,0,10,1.788,4.333333333,4240EB13-7A7A-4764-8164-28F6BD5C08CD,Group A,0.90,0.90,TRUE,TRUE,2026-07-11,8.63,,,TRUE,TRUE,4240EB13-7A7A-4764-8164-28F6BD5C08CD1783789793636,6a524ebb2c3bad89f2c9b29c,A,2026-07-11 17:10:03.031,2026-07-11 17:10:08.572,2026-07-11 17:20:48.199,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a524e14d44e0512680e0d17,RUH,smart,6891b6528351f3291d5567ec,2026-07-11 17:15:27.129,2026-07-11 17:15:27.129,0,0,24.851336,46.830728,24.743948,46.857858,th3m3s,th3kf2,20260711171527129,ecolite,24.17,24.17,0.58,24.17,,0.9,0,10,18.783,23.216666667,FA76E74C-178A-440D-ACAF-2B3E290101F7,Group A,0.90,0.90,TRUE,TRUE,2026-07-11,25.94,,,TRUE,TRUE,FA76E74C-178A-440D-ACAF-2B3E290101F71783790127129,6a52500e2c3bad89f2cb18e3,A,2026-07-11 17:15:41.983,2026-07-11 17:15:52.022,2026-07-11 17:21:42.095,0.9,,0.9,FALSE,0,TRUE,-20.61,RUH,RUH
6a498856e60bf2b49308f4c7,RUH,smart,6891b651a47b6644d30c23e5,2026-07-07 12:27:49.800,2026-07-07 12:27:49.800,0,0,24.554993,46.679031,24.701347,46.801222,th35wn,th3k8b,20260707122749800,ecolite,40.74,40.74,0.58,40.74,,1,0,10,26.076,40.783333333,D044542B-537B-4539-BD70-7B3A35CD4D45,Group A,0.90,0.90,TRUE,TRUE,2026-07-07,39.37,,,TRUE,TRUE,D044542B-537B-4539-BD70-7B3A35CD4D451783427269800,6a4cc69e4407f7fd1ef03698,A,2026-07-07 12:27:58.848,2026-07-07 12:28:05.114,2026-07-07 12:37:15.943,1,,1,FALSE,0,TRUE,-8,RUH,RUH
6a4cd93312c697ebfa06a6c6,RUH,smart,6891b6512b984bc8151bac3a,2026-07-07 13:55:44.949,2026-07-07 13:55:44.949,0,0,24.617754,46.703555,24.677234,46.656174,th3hnc,th3hms,20260707135544949,ecolite,18.96,18.96,0.58,18.96,,1,0,10,10.11,16.983333333,d53d5a1e-8698-4432-875e-75ad98cc7f71,Group A,0.90,0.90,TRUE,TRUE,2026-07-07,18.32,,,TRUE,TRUE,d53d5a1e-8698-4432-875e-75ad98cc7f711783432544949,6a4cdb54c5d6742eb7ad4252,A,2026-07-07 13:56:20.714,2026-07-07 13:56:25.705,2026-07-07 14:09:00.267,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4cd1caae0c0b994e0c1e3b,RUH,smart,6891b651a3c679064f5961e1,2026-07-07 13:57:55.161,2026-07-07 13:57:55.161,0,0,24.855131,46.82021,24.550002,46.672415,th3m3k,th35wj,20260707135755161,ecolite,67.54,67.54,0.58,67.54,,1,0,10,50.294,51.766666667,c2927f02-dfc5-46ec-a2a5-f67c1e7a567c,Group A,0.90,0.90,TRUE,TRUE,2026-07-07,65.26,,,TRUE,TRUE,c2927f02-dfc5-46ec-a2a5-f67c1e7a567c1783432675161,6a4cdbc7c5d6742eb7adacc1,A,2026-07-07 13:58:15.210,2026-07-07 13:58:19.444,2026-07-07 14:05:29.473,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a490e16f25cee0ab908a921,RUH,smart,6891b6512b984bd05d467870,2026-07-07 15:10:09.305,2026-07-07 15:10:09.305,0,0,24.767885,46.615367,24.729385,46.650441,th3huu,th3htt,20260707151009305,ecolite,17.14,17.14,0.58,17.14,,1,0,10,10.209,15.1,25CC99BE-4F75-427A-85A9-A1D41BEDE391,Group A,0.90,0.90,TRUE,TRUE,2026-07-07,16.56,,,TRUE,TRUE,25CC99BE-4F75-427A-85A9-A1D41BEDE3911783437009305,6a4cecb94407f7fd1e121387,A,2026-07-07 15:10:32.928,2026-07-07 15:10:37.016,2026-07-07 15:21:39.282,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a50c9cc746c6e6a3401c225,RUH,smart,6891b6528351f3291d5567ec,2026-07-10 17:37:07.844,2026-07-10 17:37:07.844,0,0,24.701743,46.837704,24.81068,46.870291,th3k9b,th3m4s,20260710173707844,ecolite,21.5,21.5,0.58,21.5,,0.9,1.87,10,15.667,22.783333333,88cec41e-ddd6-450e-9640-5ec275686a4d,Group A,0.90,0.90,TRUE,TRUE,2026-07-10,23.09,,,TRUE,TRUE,88cec41e-ddd6-450e-9640-5ec275686a4d1783705027844,6a5103c5c737923ca9347544,A,2026-07-10 17:37:57.996,2026-07-10 17:38:00.354,2026-07-10 17:52:50.237,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a51038309929661e201c032,RUH,smart,6891b650a2084e6905526bd7,2026-07-10 17:40:44.902,2026-07-10 17:40:44.902,0,0,24.587351,46.760892,24.590588,46.76687,th37b5,th37bh,20260710174044902,ecolite,8.94,8.94,0.58,8.94,,0.9,0,10,1.959,4.216666667,B311954F-AF3D-4DBB-93FE-2A406A76177A,Group A,0.90,0.90,TRUE,TRUE,2026-07-10,8.63,,,TRUE,TRUE,B311954F-AF3D-4DBB-93FE-2A406A76177A1783705244902,6a510474c737923ca93517b2,A,2026-07-10 17:40:52.349,2026-07-10 17:40:56.507,2026-07-10 17:50:27.577,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a4e7a0158e88ac92e069b02,RUH,smart,6891b6528351f3291d5567ec,2026-07-10 17:56:58.266,2026-07-10 17:56:58.266,0,0,24.860911,46.842862,24.838937,46.808063,th3m3v,th3m31,20260710175658266,ecolite,12.36,12.36,0.58,12.36,,0.9,0,10,8.317,7.866666667,2F8AFE85-6BA2-4660-AD0A-B43FA17294F0,Group A,0.90,0.90,TRUE,TRUE,2026-07-10,13.28,,,TRUE,TRUE,2F8AFE85-6BA2-4660-AD0A-B43FA17294F01783706218266,6a510840c737923ca9386ec4,A,2026-07-10 17:57:04.160,2026-07-10 17:57:26.555,2026-07-10 18:07:32.484,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a4e55281913831cbf0ab2dc,RUH,smart,6891b6505eb33f45c82f0705,2026-07-10 18:31:13.431,2026-07-10 18:31:13.431,0,0,24.59862,46.696268,24.592341,46.691516,th35yw,th35yk,20260710183113431,ecolite,8.94,8.94,0.58,8.94,,0.9,0,10,1.61,6.533333333,24043C06-2BB8-420A-B6FE-1AB6A02FE7C6,Group A,0.90,0.90,TRUE,TRUE,2026-07-10,8.63,,,TRUE,TRUE,24043C06-2BB8-420A-B6FE-1AB6A02FE7C61783708273431,6a511050c737923ca93f9a66,A,2026-07-10 18:31:28.333,2026-07-10 18:31:36.614,2026-07-10 18:42:25.711,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a4992853550305fdc0a4e0f,RUH,smart,6891b6515cbf304401265966,2026-07-10 19:07:07.914,2026-07-10 19:07:07.914,0,0,24.562605,46.593144,24.564346,46.54533,th35sr,th35ep,20260710190707914,ecolite,11.97,11.97,0.58,11.97,,0.9,0,10,6.285,11.95,47443EA9-8FCF-474A-8D63-24D885317D82,Group A,0.90,0.90,TRUE,TRUE,2026-07-10,12.86,,,TRUE,TRUE,47443EA9-8FCF-474A-8D63-24D885317D821783710427914,6a5118e7b0e119efe84edb59,A,2026-07-10 19:08:06.340,2026-07-10 19:08:26.734,2026-07-10 19:20:18.983,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a5117e3cb6727f76b0b3d5a,RUH,smart,6891b650a2084e6905526bd7,2026-07-10 20:04:59.739,2026-07-10 20:04:59.739,0,0,24.591108,46.771259,24.577045,46.655082,th37bk,th35vd,20260710200459739,ecolite,25.21,25.21,0.58,25.21,,0.9,0,10,16.366,33.433333333,B3EEA1F9-350B-418C-BDC6-B4BC7C39065A,Group A,0.90,0.90,TRUE,TRUE,2026-07-10,27.05,,,TRUE,TRUE,B3EEA1F9-350B-418C-BDC6-B4BC7C39065A1783713899739,6a512640c737923ca954ec64,A,2026-07-10 20:05:04.006,2026-07-10 20:05:25.225,2026-07-10 20:22:46.306,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a49084c3250ffc0700948ca,RUH,smart,6891b651a3c67904571bbad4,2026-07-04 16:24:20.264,2026-07-04 16:24:20.264,0,0,24.898685,46.871623,24.782467,46.905079,th3mds,th3kgr,20260704162420264,ecolite,29.7,29.7,0.58,29.7,,0.9,0,10,23.074,32.966666667,26DAD5F4-7161-4228-B6F3-0CBFE5C01389,Group A,0.90,0.90,TRUE,TRUE,2026-07-04,31.89,,,TRUE,TRUE,26DAD5F4-7161-4228-B6F3-0CBFE5C013891783182260264,6a490992c5a77f251a4db327,A,2026-07-04 16:24:34.372,2026-07-04 16:24:36.706,2026-07-04 16:32:23.529,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a491454baf77ebac8003395,RUH,smart,6891b6528351f3291d5567ec,2026-07-04 17:46:42.957,2026-07-04 17:46:37.823,0,0,24.715041,46.813088,24.943029,46.710748,th3k97,th3jyu,20260704174642957,airportdropoff,45.34,45.34,0.58,45.34,,0.9,6.8,1,38.335,47.8,5B4E3CE6-9C01-4B8B-A7C8-C23DD8AF1529,Group A,0.90,0.90,TRUE,TRUE,2026-07-04,48.68,,,TRUE,TRUE,5B4E3CE6-9C01-4B8B-A7C8-C23DD8AF15291783187202957,6a491cea7ef6256af72d454b,A,2026-07-04 17:47:05.591,2026-07-04 17:47:09.548,2026-07-04 17:59:52.765,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUA
6a492a838cf4367d5a0d5654,RUH,smart,6891b6504b7aadcc3e1d1e62,2026-07-04 18:50:41.768,2026-07-04 18:50:41.768,0,0,24.544829,46.656516,24.586817,46.761,th35ts,th37b5,20260704185041768,ecolite,21.94,21.94,0.58,21.94,,0.9,0,10,15.303,26.35,CB5E2975-BCC5-40D2-A1F4-FAC67665E175,Group A,0.90,0.90,TRUE,TRUE,2026-07-04,23.55,,,TRUE,TRUE,CB5E2975-BCC5-40D2-A1F4-FAC67665E1751783191041768,6a492bec7ef6256af73fad50,A,2026-07-04 18:51:08.442,2026-07-04 18:51:19.007,2026-07-04 19:01:41.517,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a492ced2ec41d8bfb09ae23,RUH,smart,6891b6528351f3291d5567ec,2026-07-04 18:58:59.259,2026-07-04 18:58:59.259,0,1,24.805304,46.858934,24.773796,46.776396,th3m47,th3kbm,20260704185859259,ecolite,21.28,21.28,0.58,21.28,,0.9,0,10,14.759,25.266666667,54E1A5EA-8192-406E-BA2A-ADE42571A02C,Group A,0.90,0.90,TRUE,TRUE,2026-07-04,22.83,,,TRUE,TRUE,54E1A5EA-8192-406E-BA2A-ADE42571A02C1783191539259,6a492e1d7ef6256af742656b,A,2026-07-04 19:00:28.055,2026-07-04 19:00:34.290,2026-07-04 19:08:21.061,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a49233fe5ed5a53eb0c5ff5,RUH,smart,6891b6528351f3291d5567ec,2026-07-04 19:32:17.766,2026-07-04 19:32:17.766,0,0,24.72449,46.760418,24.725879,46.755266,th3k8h,th3hxv,20260704193217766,ecolite,8.94,8.94,0.58,8.94,,0.9,0,10,1.536,5.1,D7388D75-30B1-4EAF-89FB-C663A64E6B53,Group A,0.90,0.90,TRUE,TRUE,2026-07-04,8.63,,,TRUE,TRUE,D7388D75-30B1-4EAF-89FB-C663A64E6B531783193537766,6a493597c5a77f251a8240eb,A,2026-07-04 19:32:23.265,2026-07-04 19:32:31.308,2026-07-04 19:47:44.759,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a493e7eb2e678e385070202,RUH,smart,6891b6528351f3291d5567ec,2026-07-04 20:18:25.995,2026-07-04 20:17:51.717,1,0,24.813177,46.82519,24.814474,46.891206,th3m1t,th3m5j,20260704201825995,ecolite,18.4,18.4,0.58,18.4,,0.9,0,10,11.561,20.866666667,9DA90974-7B17-4858-85B7-C8B7A07501F0,Group A,0.90,0.90,TRUE,TRUE,2026-07-04,19.75,,,TRUE,TRUE,9DA90974-7B17-4858-85B7-C8B7A07501F01783196305995,6a4940cbc5a77f251a91948e,A,2026-07-04 20:20:11.918,2026-07-04 20:20:15.821,2026-07-04 20:31:17.155,0.9,,0.9,FALSE,0,TRUE,0,RUH,RUH
6a57972e52ccc4065004c827,RUH,smart,6891b651a47b6644d30c23e5,2026-07-15 17:30:21.001,2026-07-15 17:30:21.001,0,0,24.596175,46.688953,24.672317,46.690241,th35ym,th3hq7,20260715173021001,ecolite,20.63,20.63,0.58,20.63,,1,0,10,11.839,23.833333333,99f27c5b-c0d1-4432-9777-20920ba3ccd5,Group A,0.90,0.90,TRUE,TRUE,2026-07-15,19.93,,,TRUE,TRUE,99f27c5b-c0d1-4432-9777-20920ba3ccd51784136621001,6a579986cd1f13068c5f5719,A,2026-07-15 17:30:30.339,2026-07-15 17:30:36.416,2026-07-15 17:40:11.741,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a5351c969b6605eac0b6304,RUH,smart,6891b650a2084e6905526bd7,2026-07-12 11:39:47.738,2026-07-12 11:39:47.738,0,1,24.566726,46.795783,24.587014,46.762303,th37bb,th37b5,20260712113947738,ecolite,14.01,14.01,0.58,14.01,,1,0,10,6.096,13.083333333,55858784-FB6B-4359-89D0-7E579430E1ED,Group A,0.90,0.90,TRUE,TRUE,2026-07-12,13.53,,,TRUE,TRUE,55858784-FB6B-4359-89D0-7E579430E1ED1783856387738,6a5353277c77b079cb3e01e2,A,2026-07-12 11:41:11.757,2026-07-12 11:41:26.211,2026-07-12 11:53:11.311,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a429db81f40b88fb509263e,RUH,smart,6891b651a3c679064f5961e1,2026-07-06 00:30:12.681,2026-07-06 00:28:45.702,2,0,24.793007,46.836401,24.854975,46.829059,th3m1c,th3m3s,20260706003012681,ecolite,19.68,19.68,0.58,19.68,,1,0,10,13.71,17.316666667,9F1FDB59-C47A-488E-B8BB-09E80F542B68,Group A,0.90,0.90,TRUE,TRUE,2026-07-06,19.01,,,TRUE,TRUE,9F1FDB59-C47A-488E-B8BB-09E80F542B681783297812681,6a4acd3bc5a77f251ad40887,A,2026-07-06 00:31:38.521,2026-07-06 00:31:42.199,2026-07-06 00:36:47.173,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4525a55ce1362b96005602,RUH,smart,6891b651a3c679064f5961e1,2026-07-06 11:11:40.540,2026-07-06 10:28:27.688,43,1,24.786995,46.90468,24.84561,46.789065,th3m52,th3m2e,20260706111140540,ecolite,34.19,34.19,0.58,34.19,,1,0,1,21.864,31.233333333,156AA4A8-8AAD-4A37-AFCA-06C349ACB446,Group A,0.90,0.90,TRUE,TRUE,2026-07-06,33.03,,,TRUE,TRUE,156AA4A8-8AAD-4A37-AFCA-06C349ACB4461783336300540,6a4b634a4407f7fd1ee041d3,A,2026-07-06 11:11:54.006,2026-07-06 11:11:57.075,2026-07-06 11:24:50.516,1,,1,FALSE,0,TRUE,10.91,RUH,RUH
6a567174f998cfabdf04ea7c,RUH,smart,6891b6528351f3291d5567ec,2026-07-15 12:59:15.104,2026-07-15 12:59:15.104,0,1,24.746375,46.794649,24.701347,46.801222,th3kbb,th3k8b,20260715125915104,ecolite,14.63,14.63,0.58,14.63,,1,0,10,6.768,12.866666667,87b9515a-1e4b-4d95-8d1f-ed9ca05df842,Group A,0.90,0.90,TRUE,TRUE,2026-07-15,14.13,,,TRUE,TRUE,87b9515a-1e4b-4d95-8d1f-ed9ca05df8421784120355104,6a575a12cd1f13068c2c9a64,A,2026-07-15 12:59:46.017,2026-07-15 12:59:49.653,2026-07-15 13:10:40.718,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4f8db494af6232ba037c43,RUH,smart,6891b6512b984bd05d467870,2026-07-09 15:13:46.106,2026-07-09 15:13:46.106,0,0,24.748359,46.571832,24.687717,46.639137,th3hgc,th3hmq,20260709151346106,ecolite,19.46,19.46,0.58,19.46,,1,1.69,10,12.708,15.266666667,18af926e-5965-4698-b187-b3206457aef3,Group A,0.90,0.90,TRUE,TRUE,2026-07-09,18.8,,,TRUE,TRUE,18af926e-5965-4698-b187-b3206457aef31783610026106,6a4f9088c737923ca9380b22,A,2026-07-09 15:14:00.319,2026-07-09 15:14:02.181,2026-07-09 15:26:44.074,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4f989afb52df1dc2084812,RUH,smart,6891b650464f40084c6496ee,2026-07-09 15:50:31.705,2026-07-09 15:50:31.705,0,1,24.671548,46.680107,24.565472,46.689977,th3hq5,th35y2,20260709155031705,ecolite,24.92,24.92,0.58,24.92,,1,0,10,15.209,29.116666667,bd91984f-5e54-4128-8b67-60ed35c01525,Group A,0.90,0.90,TRUE,TRUE,2026-07-09,24.08,,,TRUE,TRUE,bd91984f-5e54-4128-8b67-60ed35c015251783612231705,6a4f99e8c737923ca9433418,A,2026-07-09 15:54:00.484,2026-07-09 15:54:32.494,2026-07-09 16:06:26.241,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4fa3eaf0987d59250a7ab6,RUH,smart,6891b6512b984bd05d467870,2026-07-09 16:39:00.667,1899-12-31 23:59:08.000,66543586,1,24.689867027,46.634055426,24.64332,46.581555,th3hmn,th3h5y,20260709163900667,ecolite,24.83,24.83,0.58,24.83,,1,0,1,16.772,22.433333333,350e78dd-db93-4e9c-b4ce-112552457c8f,Group A,0.90,0.90,TRUE,TRUE,2026-07-09,23.99,,,TRUE,TRUE,350e78dd-db93-4e9c-b4ce-112552457c8f1783615140667,6a4fa533c737923ca9523628,A,2026-07-09 16:42:11.122,2026-07-09 16:42:36.906,2026-07-09 16:53:03.284,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4faaf360291b68720a7f16,RUH,smart,6891b650ff313265af58e418,2026-07-09 17:08:07.008,2026-07-09 17:08:07.008,0,1,24.807249,46.78499,24.687903,46.70269,th3m0s,th3hqw,20260709170807008,ecolite,34.5,34.5,0.58,34.5,,1,0,10,22.903,40.133333333,4bdabe43-1204-4e12-b895-1fddb23baf55,Group A,0.90,0.90,TRUE,TRUE,2026-07-09,33.33,,,TRUE,TRUE,4bdabe43-1204-4e12-b895-1fddb23baf551783616887008,6a4fab73b0e119efe86473ae,A,2026-07-09 17:08:51.027,2026-07-09 17:08:53.885,2026-07-09 17:12:55.596,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4a8f2575af86fa240613ed,RUH,smart,6891b650ff313265af58e418,2026-07-09 18:27:16.072,2026-07-09 18:27:16.072,0,0,24.81314,46.782971,24.815029,46.835672,th3m0t,th3m1v,20260709182716072,ecolite,16.54,16.54,0.58,16.54,,1,0,10,9.295,16.15,70356C86-86A1-47AD-BD6C-7E9379FFC7E9,Group A,0.90,0.90,TRUE,TRUE,2026-07-09,15.98,,,TRUE,TRUE,70356C86-86A1-47AD-BD6C-7E9379FFC7E91783621636072,6a4fbddcc737923ca9787a2c,A,2026-07-09 18:27:24.177,2026-07-09 18:27:27.909,2026-07-09 18:37:09.144,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4a80bd02d8505f27026edc,RUH,smart,6891b650464f40084c6496ee,2026-07-05 19:22:54.011,2026-07-05 19:22:54.011,0,0,24.679389,46.686861,24.845976,46.789896,th3hqk,th3m2e,20260705192254011,ecolite,47.4,47.4,0.58,47.4,,1,0,10,35.167,39.883333333,08A501E8-92F0-4024-812E-4DD59653B77A,Group A,0.90,0.90,TRUE,TRUE,2026-07-05,45.8,,,TRUE,TRUE,08A501E8-92F0-4024-812E-4DD59653B77A1783279374011,6a4a84e37ef6256af75c36a7,A,2026-07-05 19:22:59.492,2026-07-05 19:23:04.893,2026-07-05 19:32:44.045,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4a86f9c245efed43007914,RUH,smart,6891b6528351f3291d5567ec,2026-07-05 19:35:56.170,2026-07-05 19:35:56.170,0,1,24.854352,46.832134,24.838564,46.803373,th3m3s,th3m31,20260705193556170,ecolite,11.28,11.28,0.58,11.28,,1,0,10,4.75,9.566666667,ddd38140-8367-4efc-9ac0-565cb9323d3b,Group A,0.90,0.90,TRUE,TRUE,2026-07-05,10.9,,,TRUE,TRUE,ddd38140-8367-4efc-9ac0-565cb9323d3b1783280156170,6a4a88567ef6256af76037e6,A,2026-07-05 19:37:42.676,2026-07-05 19:37:48.606,2026-07-05 19:44:55.197,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4a817ddda979ad7d09362b,RUH,smart,6891b650ff313265af58e418,2026-07-05 19:37:16.713,2026-07-05 19:37:16.713,0,0,24.811759,46.80056,24.800783,46.651222,th3m0u,th3jjd,20260705193716713,priority,45.08,45.08,0.58,45.08,,1,0,11,23.377,28.133333333,2034FB82-C960-427B-842F-C6C2B838C913,Group A,0.90,0.90,TRUE,TRUE,2026-07-05,43.56,,,TRUE,TRUE,2034FB82-C960-427B-842F-C6C2B838C9131783280236713,6a4a88437ef6256af76019c8,A,2026-07-05 19:37:23.374,2026-07-05 19:37:26.693,2026-07-05 19:48:20.914,1,,1,FALSE,0,TRUE,0,RUH,RUH
6a4a984272479c3be7038f51,RUH,smart,6891b651a3c679064f5961e1,2026-07-05 20:47:01.332,2026-07-05 20:47:01.332,0,1,24.825615,46.884255,24.809278,46.76352,th3m4z,th3m0h,20260705204701332,ecolite,33.12,33.12,0.58,33.12,,1,0,10,23.055,28.25,1c7af6f6-d87d-41a0-82f3-98e96971e99a,Group A,0.90,0.90,TRUE,TRUE,2026-07-05,32,,,TRUE,TRUE,1c7af6f6-d87d-41a0-82f3-98e96971e99a1783284421332,6a4a9b1ac5a77f251aaa4770,A,2026-07-05 20:57:44.124,2026-07-05 20:57:49.774,2026-07-05 21:06:12.314,1,,1,FALSE,0,TRUE,0,RUH,RUH
